VarIdentificadorInstitucionEducativa,VarNombreInstitucionEducativa,VarCorreoInstitucionEducativa,NbrTelefonoInstitucionEducativa,VarDescripcionInstitucionEducativa,VarEstadoInstitucionEducativa,VarTipoInstitucionEducativa
4a155e94-74f4-11ed-be5f-0242ac1c000c,Universidad Haroldo Cuervo,haroldo.cuervo@hotmail.com,940722439,Labore delectus odio non deserunt ab. Eius architecto culpa tenetur doloremque eligendi cumque. Culpa accusamus cum odit aliquid quia quis. Repellendus nemo repellat autem dolorem.,Inactivo,Urbano
4a155f02-74f4-11ed-be5f-0242ac1c000c,Universidad Juan Antonio Roman,juan antonio.roman@hotmail.com,976582021,Voluptatum sit dolore ullam accusamus. Quos cum quaerat nulla. Voluptatibus velit pariatur dolorem.,Inactivo,Rural
4a155f70-74f4-11ed-be5f-0242ac1c000c,Instituto Margarita Diaz,margarita.diaz@hotmail.com,928775074,Deserunt libero officia voluptatibus quam quas. Recusandae assumenda hic labore voluptatibus in reprehenderit debitis.,Activo,Rural
4a155fe8-74f4-11ed-be5f-0242ac1c000c,Universidad Francisca López,francisca.lópez@hotmail.com,929214575,Voluptatum rerum maiores veniam nihil. Pariatur maiores reprehenderit recusandae illo quo cum.,Inactivo,Urbano
4a1561b4-74f4-11ed-be5f-0242ac1c000c,Instituto Mohamed Calderón,mohamed.calderón@hotmail.com,937159453,Numquam cum libero temporibus ut. Dolores nam praesentium eveniet.,Inactivo,Rural
4a156236-74f4-11ed-be5f-0242ac1c000c,Universidad Flor Tirado,flor.tirado@hotmail.com,934967997,Ex quam quasi reiciendis. Sed aliquam eveniet explicabo.,Inactivo,Rural
4a1562a4-74f4-11ed-be5f-0242ac1c000c,Instituto Amor Cabañas,amor.cabañas@hotmail.com,916444648,Voluptatem minus eligendi suscipit. Quis possimus inventore voluptatibus.,Inactivo,Rural
4a15631c-74f4-11ed-be5f-0242ac1c000c,Universidad Florina Pablo,florina.pablo@hotmail.com,966464598,Impedit consequatur cupiditate deserunt incidunt nam. Consequatur debitis culpa occaecati. Veniam deserunt est quod voluptatibus nulla.,Inactivo,Rural
4a15638a-74f4-11ed-be5f-0242ac1c000c,Universidad Marta Dalmau,marta.dalmau@hotmail.com,997142346,Odit ad eius cumque error.,Activo,Urbano
4a156402-74f4-11ed-be5f-0242ac1c000c,Instituto María Dolores Llopis,maría dolores.llopis@hotmail.com,954701358,Expedita inventore aut. Labore deserunt porro. Enim magni mollitia laborum quisquam.,Inactivo,Urbano
4a156470-74f4-11ed-be5f-0242ac1c000c,Instituto Virginia Pardo,virginia.pardo@hotmail.com,942966641,Rem iure illo modi quas incidunt. Blanditiis aperiam ullam deleniti nulla. Fugiat accusamus dicta commodi omnis necessitatibus perspiciatis exercitationem.,Inactivo,Rural
4a1564de-74f4-11ed-be5f-0242ac1c000c,Instituto Faustino Ripoll,faustino.ripoll@hotmail.com,972562491,Necessitatibus aliquam nisi occaecati consequatur hic velit. Explicabo corrupti nesciunt quisquam accusantium dolorum eveniet cumque. Eveniet vel officiis odio voluptatum molestiae. Atque velit reiciendis ducimus inventore facilis.,Inactivo,Rural
4a156542-74f4-11ed-be5f-0242ac1c000c,Universidad Soraya Aguirre,soraya.aguirre@hotmail.com,926916604,Labore ratione placeat ea exercitationem facere doloremque. Sunt iste atque cum quasi ratione qui. Dignissimos occaecati in nulla dicta.,Activo,Rural
4a1565ba-74f4-11ed-be5f-0242ac1c000c,Instituto Eusebio Palomino,eusebio.palomino@hotmail.com,904292447,Est culpa exercitationem rem sed eligendi voluptatem. Quam expedita delectus placeat pariatur corrupti.,Inactivo,Rural
4a15677c-74f4-11ed-be5f-0242ac1c000c,Instituto Nuria Escribano,nuria.escribano@hotmail.com,904259332,Cumque unde exercitationem asperiores eius laboriosam. Consectetur exercitationem non eum voluptas quasi.,Activo,Urbano
4a156c72-74f4-11ed-be5f-0242ac1c000c,Instituto Salud Aller,salud.aller@hotmail.com,912398272,Iure magni ratione id quisquam recusandae ipsa. Iure ea expedita veniam.,Activo,Rural
4a156d12-74f4-11ed-be5f-0242ac1c000c,Universidad Curro Sarabia,curro.sarabia@hotmail.com,947936685,Autem modi unde minima vel voluptate eum perspiciatis. Sapiente doloremque architecto voluptatem natus fugiat velit nulla. Et explicabo praesentium tenetur suscipit.,Inactivo,Rural
4a156d8a-74f4-11ed-be5f-0242ac1c000c,Universidad Urbano Rosado,urbano.rosado@hotmail.com,916342101,Libero quidem nisi amet nostrum repellendus reiciendis. Expedita rerum libero necessitatibus illum quaerat consectetur. Quos facilis minus occaecati sunt distinctio veniam.,Activo,Urbano
4a156e0c-74f4-11ed-be5f-0242ac1c000c,Universidad Máxima Quirós,máxima.quirós@hotmail.com,946584855,Error in laboriosam laborum officia eveniet doloremque. Ut fugit vel dolorum ea facilis modi error.,Inactivo,Rural
4a156e7a-74f4-11ed-be5f-0242ac1c000c,Instituto Heraclio Arribas,heraclio.arribas@hotmail.com,927741027,Blanditiis odit placeat esse veniam. Dignissimos tempore aliquid. Optio ut autem.,Activo,Rural
4a156ede-74f4-11ed-be5f-0242ac1c000c,Universidad Florentina Iborra,florentina.iborra@hotmail.com,902457000,Veritatis architecto quisquam sunt. Nostrum laudantium error.,Activo,Rural
4a156f56-74f4-11ed-be5f-0242ac1c000c,Universidad Cayetano Moles,cayetano.moles@hotmail.com,973610310,Veniam beatae vero aperiam iusto maiores soluta. Aut repellendus nesciunt repudiandae perferendis a.,Inactivo,Urbano
4a156fc4-74f4-11ed-be5f-0242ac1c000c,Universidad Crescencia Lorenzo,crescencia.lorenzo@hotmail.com,973329698,Sint et assumenda iusto eum itaque laborum. Repellendus iste quidem. Nisi occaecati amet corrupti nisi officiis soluta minus.,Activo,Urbano
4a157032-74f4-11ed-be5f-0242ac1c000c,Instituto Fortunata Garzón,fortunata.garzón@hotmail.com,932042090,Amet officiis pariatur maiores hic tempore. Ducimus veritatis nihil.,Activo,Urbano
4a1570a0-74f4-11ed-be5f-0242ac1c000c,Universidad Ámbar Pino,ámbar.pino@hotmail.com,906139274,Ad commodi suscipit itaque odio. Voluptatum blanditiis tempore voluptatibus eaque unde alias.,Activo,Rural
4a15710e-74f4-11ed-be5f-0242ac1c000c,Universidad Isa Corral,isa.corral@hotmail.com,932770563,Culpa perspiciatis quisquam officia. Consequuntur at esse vitae illum ducimus.,Activo,Urbano
4a157186-74f4-11ed-be5f-0242ac1c000c,Universidad Nieves Carbonell,nieves.carbonell@hotmail.com,939423090,Explicabo vel aliquid dolorum modi autem. Excepturi voluptates facilis laudantium sunt. Deserunt rerum tempora dicta.,Activo,Rural
4a1571ea-74f4-11ed-be5f-0242ac1c000c,Instituto Virginia Estevez,virginia.estevez@hotmail.com,970535104,Quod incidunt et totam eveniet. Officiis excepturi quasi nemo error consectetur distinctio.,Activo,Rural
4a157258-74f4-11ed-be5f-0242ac1c000c,Instituto Saturnina Antón,saturnina.antón@hotmail.com,970480440,Illum hic perferendis magni. Eos nemo accusamus et reprehenderit. Deleniti officiis eligendi esse.,Inactivo,Urbano
4a1572d0-74f4-11ed-be5f-0242ac1c000c,Instituto Héctor Carreño,héctor.carreño@hotmail.com,950199816,Voluptates aliquam voluptatem reprehenderit at veritatis. Pariatur deserunt sit ratione ea assumenda laudantium.,Inactivo,Rural
4a157334-74f4-11ed-be5f-0242ac1c000c,Instituto Anastasia Bernal,anastasia.bernal@hotmail.com,947446657,Ipsum a facere amet impedit possimus cum iste. Itaque corporis facilis repudiandae debitis sed quod. Ratione labore expedita ad.,Activo,Rural
4a1573a2-74f4-11ed-be5f-0242ac1c000c,Universidad Marisol Expósito,marisol.expósito@hotmail.com,969998531,Aut perspiciatis veritatis aspernatur corrupti fuga atque. Rem aspernatur ipsa ad. Sed reiciendis illum provident animi aliquam. Itaque asperiores repudiandae voluptatibus aperiam.,Activo,Urbano
4a157410-74f4-11ed-be5f-0242ac1c000c,Instituto Fidela Marti,fidela.marti@hotmail.com,989230196,Quidem quisquam voluptatum. Optio id mollitia eaque perspiciatis labore. Veniam vero aliquam.,Inactivo,Rural
4a15747e-74f4-11ed-be5f-0242ac1c000c,Universidad Fortunata Segovia,fortunata.segovia@hotmail.com,953780940,Quos consequuntur sunt ducimus reiciendis ab nesciunt. Deserunt perferendis magnam quasi sunt.,Activo,Urbano
4a1574ec-74f4-11ed-be5f-0242ac1c000c,Universidad Anabel Gárate,anabel.gárate@hotmail.com,939671333,Deleniti voluptates et ipsam. Quam natus rerum tenetur iure tempora eum. Deleniti iste illo hic consequuntur.,Inactivo,Rural
4a15755a-74f4-11ed-be5f-0242ac1c000c,Universidad Urbano Hoz,urbano.hoz@hotmail.com,912794414,Eaque sapiente deserunt consequatur. Reiciendis dignissimos magnam.,Inactivo,Urbano
4a1575d2-74f4-11ed-be5f-0242ac1c000c,Instituto Francisca Garzón,francisca.garzón@hotmail.com,961676874,Architecto ab itaque cupiditate quisquam. Eius quisquam ex nesciunt illum. Enim quam error provident voluptatibus sed.,Activo,Rural
4a157640-74f4-11ed-be5f-0242ac1c000c,Universidad Liliana Martinez,liliana.martinez@hotmail.com,967540118,Odio porro quia accusantium officia molestiae. Nulla neque corporis est neque. Officiis ut amet cumque.,Inactivo,Urbano
4a1576ae-74f4-11ed-be5f-0242ac1c000c,Universidad Javier Zabaleta,javier.zabaleta@hotmail.com,997599066,Nemo dolor voluptatibus error quibusdam velit explicabo dicta. Quam enim omnis doloribus expedita.,Inactivo,Urbano
4a15771c-74f4-11ed-be5f-0242ac1c000c,Instituto Alfonso Goñi,alfonso.goñi@hotmail.com,946805788,Minima assumenda sed possimus quasi. Quis cum natus dolorem mollitia. Perspiciatis quasi eveniet veniam nesciunt ipsa.,Inactivo,Urbano
4a15778a-74f4-11ed-be5f-0242ac1c000c,Instituto Renata Villanueva,renata.villanueva@hotmail.com,923307510,Dolor fuga aliquam ullam. Natus aperiam blanditiis tempora. Ea ipsa excepturi ab inventore.,Inactivo,Urbano
4a1577f8-74f4-11ed-be5f-0242ac1c000c,Universidad Edelmira Báez,edelmira.báez@hotmail.com,997471995,Delectus mollitia perspiciatis pariatur consequatur laboriosam earum. Eveniet earum possimus nesciunt dicta quod.,Activo,Urbano
4a157866-74f4-11ed-be5f-0242ac1c000c,Instituto Salud Echeverría,salud.echeverría@hotmail.com,929285598,Eaque sequi magnam veritatis voluptatibus dignissimos. Quibusdam optio numquam reiciendis distinctio ea.,Inactivo,Rural
4a1578d4-74f4-11ed-be5f-0242ac1c000c,Instituto Pilar Torrijos,pilar.torrijos@hotmail.com,994736709,Eum laboriosam omnis culpa aliquam perferendis placeat ex. At nam amet odio facere assumenda. Molestiae at eum totam voluptatum nulla.,Activo,Rural
4a15796a-74f4-11ed-be5f-0242ac1c000c,Universidad Valerio Navas,valerio.navas@hotmail.com,939830459,Harum id et eaque placeat pariatur. Ipsa ducimus quasi quo. Eum fugiat nesciunt nihil eos dolores. Libero beatae nemo perspiciatis.,Activo,Rural
4a157aa0-74f4-11ed-be5f-0242ac1c000c,Universidad Tomasa Espada,tomasa.espada@hotmail.com,940579837,Doloribus sequi ipsum nihil blanditiis. Maiores adipisci iste soluta sit fugit neque.,Inactivo,Rural
4a157b4a-74f4-11ed-be5f-0242ac1c000c,Universidad Patricio Tejero,patricio.tejero@hotmail.com,952512596,Nobis dolores nostrum quibusdam perferendis. Voluptatum quam exercitationem non quasi veniam. Consequatur doloribus dolor rem deleniti beatae.,Activo,Urbano
4a157be0-74f4-11ed-be5f-0242ac1c000c,Instituto Bautista Herrero,bautista.herrero@hotmail.com,937254292,Aliquid odit reiciendis. Amet at praesentium blanditiis. Ea recusandae ut sint. Dicta voluptate nulla fuga fugiat illum dicta.,Activo,Rural
4a157c76-74f4-11ed-be5f-0242ac1c000c,Instituto Odalys Santamaría,odalys.santamaría@hotmail.com,982905405,Illum velit sapiente natus assumenda deserunt fugit. Perferendis pariatur vitae dicta autem ut quisquam.,Activo,Urbano
4a157d0c-74f4-11ed-be5f-0242ac1c000c,Instituto Vera Olivé,vera.olivé@hotmail.com,930519219,Quibusdam expedita deserunt soluta. Fuga accusamus accusamus recusandae dicta atque. Dolores quibusdam explicabo consequuntur temporibus.,Activo,Rural
4a157dac-74f4-11ed-be5f-0242ac1c000c,Universidad Nereida Medina,nereida.medina@hotmail.com,995980285,Consectetur itaque repudiandae sequi perferendis rem. Similique quos et error adipisci qui velit perferendis.,Inactivo,Rural
4a157e38-74f4-11ed-be5f-0242ac1c000c,Universidad Xavier Sánchez,xavier.sánchez@hotmail.com,917610188,Minus ullam itaque nesciunt. Quaerat delectus rerum quia eveniet accusantium tenetur.,Inactivo,Rural
4a157ec4-74f4-11ed-be5f-0242ac1c000c,Universidad Edgardo Niño,edgardo.niño@hotmail.com,994699335,Voluptates cum consequuntur inventore unde sapiente soluta iusto. Nihil tenetur necessitatibus repellendus expedita recusandae rem labore.,Inactivo,Rural
4a157f50-74f4-11ed-be5f-0242ac1c000c,Universidad Galo Álvarez,galo.álvarez@hotmail.com,900870536,Culpa facilis dolore qui ullam. Hic consequuntur voluptatum mollitia saepe. Odit tempora necessitatibus porro natus. Tempora iusto maiores fugiat est itaque minus ullam.,Inactivo,Urbano
4a157fe6-74f4-11ed-be5f-0242ac1c000c,Instituto Eli Pablo,eli.pablo@hotmail.com,976763824,Porro doloribus nam nemo sunt commodi esse. Blanditiis enim quis.,Inactivo,Urbano
4a15807c-74f4-11ed-be5f-0242ac1c000c,Universidad Tristán Guzman,tristán.guzman@hotmail.com,904639441,Magnam mollitia quibusdam quaerat repellat. Vero incidunt quas soluta.,Activo,Urbano
4a158108-74f4-11ed-be5f-0242ac1c000c,Universidad Purificación Doménech,purificación.doménech@hotmail.com,986228465,Exercitationem nobis voluptate molestiae necessitatibus. Non laborum adipisci maxime. Quam molestias pariatur odio ratione facilis officiis voluptas.,Inactivo,Rural
4a1581a8-74f4-11ed-be5f-0242ac1c000c,Instituto Amelia Ortuño,amelia.ortuño@hotmail.com,922873188,Expedita laborum vero nihil qui. Exercitationem mollitia cum tempore.,Inactivo,Rural
4a15823e-74f4-11ed-be5f-0242ac1c000c,Instituto Reinaldo Aguilar,reinaldo.aguilar@hotmail.com,989858729,Numquam quo quo ipsam impedit. Itaque reprehenderit dignissimos nam fugit adipisci sint.,Inactivo,Urbano
4a1582de-74f4-11ed-be5f-0242ac1c000c,Instituto Octavio Vidal,octavio.vidal@hotmail.com,902911841,Vitae praesentium repudiandae officiis. Doloribus vero distinctio dicta quam ullam ad.,Inactivo,Urbano
4a15836a-74f4-11ed-be5f-0242ac1c000c,Instituto Sosimo Iñiguez,sosimo.iñiguez@hotmail.com,964422235,Nemo quibusdam molestias soluta magni reprehenderit sint sequi. Minus tempore sunt recusandae fuga quibusdam modi magnam. Modi laborum tempore voluptatibus ipsam adipisci minima.,Activo,Urbano
4a1583e2-74f4-11ed-be5f-0242ac1c000c,Universidad Emiliana Sedano,emiliana.sedano@hotmail.com,958262386,Nisi nulla doloribus quidem quas libero. Quam aut voluptates. Inventore voluptatibus consectetur provident eius.,Inactivo,Rural
4a158464-74f4-11ed-be5f-0242ac1c000c,Instituto Godofredo Montserrat,godofredo.montserrat@hotmail.com,985303734,Atque doloremque assumenda distinctio commodi. Dignissimos delectus nisi cum facilis. Ut provident illum pariatur porro laboriosam.,Inactivo,Rural
4a1584e6-74f4-11ed-be5f-0242ac1c000c,Instituto Cornelio Alvarez,cornelio.alvarez@hotmail.com,940730676,Repudiandae quo laboriosam distinctio doloribus repellat. Nam perferendis quam reiciendis doloribus consequatur animi.,Inactivo,Rural
4a158572-74f4-11ed-be5f-0242ac1c000c,Instituto Anunciación Berenguer,anunciación.berenguer@hotmail.com,965432610,Nulla sit suscipit ullam odit excepturi. Perferendis expedita quae nesciunt natus impedit.,Activo,Urbano
4a158644-74f4-11ed-be5f-0242ac1c000c,Universidad Eustaquio Peral,eustaquio.peral@hotmail.com,931715648,Laudantium itaque eos sit laboriosam ut. Laboriosam ullam tenetur accusantium rem praesentium molestias. Iusto quisquam sint numquam pariatur iusto.,Inactivo,Urbano
4a1586da-74f4-11ed-be5f-0242ac1c000c,Instituto Claudio Samper,claudio.samper@hotmail.com,968931926,Accusamus molestias quibusdam id vitae quidem. Quae perferendis magni minima fugit quaerat quas qui.,Activo,Rural
4a15878e-74f4-11ed-be5f-0242ac1c000c,Universidad Calisto Barrio,calisto.barrio@hotmail.com,974038051,Numquam neque quis amet ipsa excepturi. Odit ipsum suscipit necessitatibus mollitia ab fugiat.,Inactivo,Urbano
4a1588a6-74f4-11ed-be5f-0242ac1c000c,Universidad Norberto Alberola,norberto.alberola@hotmail.com,971427407,Minima voluptas aliquid recusandae praesentium quaerat. Quidem magni quis modi ex cum.,Activo,Urbano
4a158950-74f4-11ed-be5f-0242ac1c000c,Instituto Desiderio Solera,desiderio.solera@hotmail.com,991187785,Dolor fuga porro ex officiis. Voluptatibus voluptatum voluptates sint vitae sunt. Commodi perspiciatis assumenda eos aperiam laudantium.,Inactivo,Rural
4a1589c8-74f4-11ed-be5f-0242ac1c000c,Universidad Febe Barco,febe.barco@hotmail.com,974307619,Quod ad soluta distinctio sit. Quasi magnam molestias id earum veniam.,Activo,Rural
4a158a5e-74f4-11ed-be5f-0242ac1c000c,Instituto Sebastian Bas,sebastian.bas@hotmail.com,977320565,Maiores cumque corporis minima voluptatibus sint. Impedit ullam quis aspernatur dolorum deleniti.,Inactivo,Rural
4a158afe-74f4-11ed-be5f-0242ac1c000c,Universidad Amador Grau,amador.grau@hotmail.com,961417786,Ad eaque quis aspernatur veritatis. Tenetur odio commodi molestias non nostrum distinctio.,Activo,Rural
4a158b94-74f4-11ed-be5f-0242ac1c000c,Universidad Javi Carvajal,javi.carvajal@hotmail.com,981727751,Sed temporibus totam vitae fuga facilis. Iusto quod quae molestiae.,Activo,Rural
4a158c2a-74f4-11ed-be5f-0242ac1c000c,Instituto Vasco Cisneros,vasco.cisneros@hotmail.com,908287861,Animi nemo dolorem neque pariatur. Facere cupiditate corporis dolor. Incidunt eum rem dicta distinctio provident quidem.,Activo,Rural
4a158cb6-74f4-11ed-be5f-0242ac1c000c,Instituto Felicia Figueras,felicia.figueras@hotmail.com,918981195,Quod eligendi sapiente. Magni dolorem corporis neque. Officia at qui quasi totam dolore laborum.,Activo,Urbano
4a158e1e-74f4-11ed-be5f-0242ac1c000c,Universidad Lucho Vega,lucho.vega@hotmail.com,922445684,Magni nihil reprehenderit cumque. Labore voluptate neque qui nostrum quod.,Inactivo,Rural
4a158ec8-74f4-11ed-be5f-0242ac1c000c,Instituto Abraham Bermudez,abraham.bermudez@hotmail.com,942195588,Voluptates voluptatum modi optio nam temporibus laudantium. Aspernatur libero ipsam. Alias a quam consequuntur nihil nisi.,Activo,Urbano
4a158f5e-74f4-11ed-be5f-0242ac1c000c,Instituto Abilio Ortega,abilio.ortega@hotmail.com,983521548,Nobis voluptatem dolore ipsum tempora quibusdam repudiandae. Aut sunt magni quia.,Inactivo,Rural
4a158fea-74f4-11ed-be5f-0242ac1c000c,Instituto Lara Luque,lara.luque@hotmail.com,986081998,Ad temporibus accusantium excepturi neque esse. Nesciunt repellendus dolore quis. Saepe earum ab quam autem.,Activo,Urbano
4a159076-74f4-11ed-be5f-0242ac1c000c,Instituto Ximena Leal,ximena.leal@hotmail.com,943168439,Nam distinctio nemo minima. Minus adipisci adipisci tenetur nemo.,Inactivo,Rural
4a15910c-74f4-11ed-be5f-0242ac1c000c,Instituto Bautista Rosselló,bautista.rosselló@hotmail.com,902774625,Porro atque earum quae dolorum accusamus numquam.,Inactivo,Rural
4a15918e-74f4-11ed-be5f-0242ac1c000c,Universidad Trinidad Robledo,trinidad.robledo@hotmail.com,908877771,Eveniet inventore quibusdam consequatur sed. Officia reprehenderit provident nihil est autem eaque. Nemo tempore officia cum distinctio.,Activo,Urbano
4a1591fc-74f4-11ed-be5f-0242ac1c000c,Universidad Lupe Andrés,lupe.andrés@hotmail.com,936644545,Hic quasi necessitatibus dolores reprehenderit aut. Id beatae debitis quibusdam dolore voluptate maiores recusandae. Voluptates provident ipsum dicta perferendis quo.,Activo,Rural
4a15926a-74f4-11ed-be5f-0242ac1c000c,Universidad Nélida Corbacho,nélida.corbacho@hotmail.com,988804288,Possimus enim quaerat illo cupiditate quasi vitae. Alias excepturi iusto numquam deserunt. Aliquam perspiciatis enim.,Inactivo,Rural
4a1592d8-74f4-11ed-be5f-0242ac1c000c,Instituto Pacífica Campoy,pacífica.campoy@hotmail.com,900849140,Eligendi necessitatibus minus laborum qui deserunt. Voluptatibus nesciunt fuga at ipsum porro. Officiis ratione libero eligendi. Asperiores ullam eum dolorem occaecati vel.,Activo,Urbano
4a15933c-74f4-11ed-be5f-0242ac1c000c,Universidad Verónica Gascón,verónica.gascón@hotmail.com,961741465,Mollitia quibusdam ratione vero. Et optio quasi sed blanditiis consequatur.,Activo,Urbano
4a1593b4-74f4-11ed-be5f-0242ac1c000c,Instituto Iris Egea,iris.egea@hotmail.com,977894367,Cumque dolorum magnam saepe itaque illum distinctio. Libero quaerat dolor minus dicta nostrum autem.,Activo,Urbano
4a159422-74f4-11ed-be5f-0242ac1c000c,Universidad Josué Arnal,josué.arnal@hotmail.com,980324462,Numquam molestiae eos rem ad sunt architecto. Vel fugiat illum exercitationem unde. Quasi omnis quaerat laudantium eaque saepe.,Activo,Rural
4a159490-74f4-11ed-be5f-0242ac1c000c,Universidad Yaiza Zabaleta,yaiza.zabaleta@hotmail.com,968827109,Laboriosam deserunt architecto molestiae. Similique atque neque.,Activo,Rural
4a1594fe-74f4-11ed-be5f-0242ac1c000c,Universidad Goyo Barroso,goyo.barroso@hotmail.com,908423231,Libero officiis saepe qui recusandae exercitationem. Totam quod accusantium incidunt. In voluptatibus ut dicta voluptatibus ea.,Activo,Rural
4a15956c-74f4-11ed-be5f-0242ac1c000c,Instituto Amarilis Samper,amarilis.samper@hotmail.com,932178853,Hic iste numquam est. Ipsum consequatur reprehenderit dicta tempore perferendis consectetur.,Activo,Rural
4a1595da-74f4-11ed-be5f-0242ac1c000c,Universidad Florinda Escudero,florinda.escudero@hotmail.com,921926549,Reiciendis libero quisquam cumque distinctio debitis. Quis doloremque earum rerum nesciunt eligendi officiis. Repellat cupiditate magni mollitia ipsum.,Activo,Rural
4a159648-74f4-11ed-be5f-0242ac1c000c,Universidad Jesús Rosado,jesús.rosado@hotmail.com,930349349,Nam non libero repellendus necessitatibus tenetur pariatur voluptas. Consequuntur possimus fuga soluta facere officia illum. Similique a pariatur vel voluptates velit aperiam.,Inactivo,Urbano
4a1596ac-74f4-11ed-be5f-0242ac1c000c,Instituto Paca Perales,paca.perales@hotmail.com,992549554,Voluptatibus id neque occaecati. Quidem facilis natus quam minima iste. Tempore eaque necessitatibus accusantium hic itaque cumque delectus.,Activo,Urbano
4a15971a-74f4-11ed-be5f-0242ac1c000c,Instituto Juliana Pozo,juliana.pozo@hotmail.com,967117946,Quas ad ipsa quam id. Dolore temporibus cumque repudiandae optio blanditiis. Vero illum error temporibus in accusamus.,Activo,Urbano
4a159788-74f4-11ed-be5f-0242ac1c000c,Universidad Manuel Carranza,manuel.carranza@hotmail.com,983582628,Error expedita dolore illum suscipit. Amet sit fugit possimus quod eum. Molestiae inventore quasi esse inventore.,Activo,Urbano
4a1597f6-74f4-11ed-be5f-0242ac1c000c,Universidad Guiomar Tomé,guiomar.tomé@hotmail.com,919728684,Facere dolor debitis ipsa beatae eaque eius. Natus ab voluptas eaque hic. Voluptatibus tempora quis autem illum asperiores possimus.,Activo,Rural
4a15986e-74f4-11ed-be5f-0242ac1c000c,Instituto Manola Mate,manola.mate@hotmail.com,945029819,Blanditiis incidunt accusantium quis. Corrupti pariatur corporis corrupti quia cumque. Maxime cum mollitia delectus inventore.,Inactivo,Urbano
4a1598dc-74f4-11ed-be5f-0242ac1c000c,Instituto Inmaculada Baró,inmaculada.baró@hotmail.com,988730080,Vel amet rerum impedit. Inventore id ullam et pariatur delectus voluptates. Maxime illo sint officiis magnam.,Activo,Rural
4a159940-74f4-11ed-be5f-0242ac1c000c,Universidad Alicia Dominguez,alicia.dominguez@hotmail.com,900269827,Cum illum distinctio nostrum. Nam et quod quidem ullam.,Activo,Urbano
4a1599b8-74f4-11ed-be5f-0242ac1c000c,Universidad Celia Pinilla,celia.pinilla@hotmail.com,995015628,Modi enim sit quasi. Ab dolorem dolore illum officia voluptatibus tempore quam.,Activo,Rural
4a159a26-74f4-11ed-be5f-0242ac1c000c,Universidad Valeria Arnal,valeria.arnal@hotmail.com,917677240,Nihil ab quibusdam impedit. Quas quae perspiciatis eius aspernatur soluta.,Inactivo,Rural
4a159a94-74f4-11ed-be5f-0242ac1c000c,Universidad Eugenio Diéguez,eugenio.diéguez@hotmail.com,987627050,Repellendus aliquam libero voluptas consequuntur. Nisi consequatur fugit. Repellat maxime quasi magni ducimus.,Activo,Rural
4a159b02-74f4-11ed-be5f-0242ac1c000c,Instituto Josep Quintanilla,josep.quintanilla@hotmail.com,972628167,Iste qui quas eaque voluptatibus vitae. Blanditiis alias distinctio quae libero quos id. Non omnis id quibusdam.,Activo,Rural
4a159b7a-74f4-11ed-be5f-0242ac1c000c,Universidad Nereida Mendizábal,nereida.mendizábal@hotmail.com,918849967,Molestiae excepturi nulla voluptas deleniti nostrum esse at. Accusamus cupiditate aliquid consequuntur unde.,Inactivo,Rural
4a159be8-74f4-11ed-be5f-0242ac1c000c,Instituto Áurea Valera,áurea.valera@hotmail.com,901499272,Doloremque beatae quod maiores saepe facilis. Id a quasi maiores vero reprehenderit.,Inactivo,Rural
4a159c56-74f4-11ed-be5f-0242ac1c000c,Instituto Yaiza Sanmartín,yaiza.sanmartín@hotmail.com,924910513,Eligendi natus dicta cumque hic fugit. Dicta eaque occaecati blanditiis dolorem vitae ab. Exercitationem velit impedit aliquid.,Inactivo,Rural
4a159cc4-74f4-11ed-be5f-0242ac1c000c,Universidad María Jesús Moles,maría jesús.moles@hotmail.com,961471349,Repellat dolore nihil dicta ullam. Necessitatibus et aspernatur molestias nihil voluptate soluta.,Activo,Urbano
4a159d3c-74f4-11ed-be5f-0242ac1c000c,Instituto Filomena Tapia,filomena.tapia@hotmail.com,998343339,Reiciendis ex modi quis. Libero provident possimus.,Activo,Urbano
4a159daa-74f4-11ed-be5f-0242ac1c000c,Instituto Florinda Villalba,florinda.villalba@hotmail.com,978774452,Laudantium corporis aliquam adipisci consequuntur laudantium. Earum sit consectetur perspiciatis totam natus error.,Activo,Urbano
4a159e0e-74f4-11ed-be5f-0242ac1c000c,Universidad Berto Ortega,berto.ortega@hotmail.com,964980923,Perspiciatis placeat adipisci consequatur reprehenderit iure dignissimos. Repellat sit atque ex iure.,Inactivo,Rural
4a159e7c-74f4-11ed-be5f-0242ac1c000c,Universidad Maxi Rozas,maxi.rozas@hotmail.com,975482480,Nostrum numquam perspiciatis enim tempore dolores. Non occaecati officiis eveniet modi minus. Maiores nam iste labore.,Activo,Rural
4a159eea-74f4-11ed-be5f-0242ac1c000c,Universidad Luis Calatayud,luis.calatayud@hotmail.com,947333275,Iusto fugit dolorem id quam iste minus. Placeat nobis nemo hic. Libero aliquam suscipit odio architecto ad.,Activo,Urbano
4a159f58-74f4-11ed-be5f-0242ac1c000c,Universidad Belen Cobo,belen.cobo@hotmail.com,945100928,A consequuntur cumque laborum corrupti ducimus. Facilis neque esse cupiditate. Vel pariatur eius a aliquam nostrum.,Activo,Rural
4a159fc6-74f4-11ed-be5f-0242ac1c000c,Universidad Desiderio Olmedo,desiderio.olmedo@hotmail.com,971238908,Atque voluptates veritatis. Voluptatum quos eveniet temporibus eum eaque necessitatibus.,Inactivo,Rural
