VarIdentificadorParametros,VarAccionAfirSocioecoParametros,VarAccionAfirTerriParametros,VarAccionAfirRuralParametros,VarAccionAfirVulneraParametros,VarAccionAfirPueblosNacionParametros,VarCuposOfertaCarParametros,DtCuposOfertaCarParametros,VarNotaReferCarParametros
0aae69dc-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,3,Verdadero,9,5/10/2022,933
0aae6a5e-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,2,Falso,17,12/10/2022,786
0aae6aea-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,4,Verdadero,25,20/9/2022,888
0aae6b80-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,5,Falso,25,9/6/2022,861
0aae6c2a-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,5,Falso,24,19/9/2022,855
0aae6cac-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,0,Verdadero,41,18/7/2022,930
0aae6d2e-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,3,Falso,47,2/10/2022,777
0aae6dba-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,1,Falso,6,9/7/2022,819
0aae6e3c-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,3,Falso,13,20/11/2022,826
0aae6ec8-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,2,Verdadero,5,10/8/2022,830
0aae6f4a-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,0,Verdadero,38,29/5/2022,737
0aae6fcc-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,5,Falso,25,18/10/2022,967
0aae704e-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,1,Verdadero,25,14/5/2022,789
0aae70d0-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,3,Verdadero,18,3/8/2022,877
0aae7166-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,2,Verdadero,42,7/10/2022,718
0aae71e8-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,1,Falso,49,27/5/2022,932
0aae726a-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,2,Verdadero,26,30/8/2022,795
0aae72ec-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,6,Falso,9,8/11/2022,912
0aae7378-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,3,Falso,24,19/5/2022,938
0aae7422-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,6,Falso,37,6/9/2022,830
0aae74ae-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,2,Falso,46,22/5/2022,728
0aae7562-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,2,Verdadero,48,12/6/2022,970
0aae75e4-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,0,Verdadero,8,4/5/2022,782
0aae7670-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,6,Falso,31,5/6/2022,949
0aae76fc-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,4,Verdadero,43,24/10/2022,921
0aae7788-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,1,Verdadero,2,30/8/2022,859
0aae780a-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,6,Verdadero,21,20/6/2022,964
0aae788c-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,4,Falso,37,7/6/2022,942
0aae7918-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,4,Verdadero,28,31/8/2022,785
0aae79a4-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,0,Verdadero,8,2/5/2022,702
0aae7a80-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,2,Falso,47,3/11/2022,715
0aae7b0c-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,5,Falso,16,19/5/2022,832
0aae7b8e-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,5,Falso,11,9/8/2022,727
0aae7c1a-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,3,Falso,48,26/8/2022,710
0aae7c9c-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,0,Falso,1,24/6/2022,818
0aae7d46-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,2,Verdadero,50,5/7/2022,742
0aae7dd2-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,4,Falso,45,1/6/2022,749
0aae7e54-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,5,Verdadero,2,16/6/2022,719
0aae7f12-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,2,Verdadero,19,13/6/2022,860
0aae7f94-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,0,Falso,44,1/10/2022,822
0aae8020-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,5,Falso,45,30/6/2022,703
0aae80ac-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,0,Verdadero,2,19/7/2022,895
0aae812e-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,1,Verdadero,26,13/10/2022,941
0aae81ba-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,1,Verdadero,23,22/7/2022,802
0aae8714-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,6,Verdadero,26,30/6/2022,766
0aae87c8-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,6,Falso,45,17/5/2022,765
0aae884a-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,4,Verdadero,21,28/10/2022,819
0aae88d6-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,4,Verdadero,6,10/11/2022,938
0aae8958-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,3,Falso,31,11/7/2022,760
0aae89ee-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,1,Falso,3,26/11/2022,701
0aae8a7a-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,4,Falso,2,7/8/2022,844
0aae8afc-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,5,Verdadero,30,5/7/2022,889
0aae8b7e-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,0,Falso,16,1/8/2022,701
0aae8c0a-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,2,Verdadero,45,30/8/2022,892
0aae8c8c-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,4,Falso,27,3/8/2022,701
0aae8d22-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,2,Falso,28,14/8/2022,753
0aae8da4-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,5,Verdadero,45,27/9/2022,786
0aae8e26-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,4,Verdadero,41,26/11/2022,752
0aae8ea8-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,4,Falso,21,22/5/2022,873
0aae8f34-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,5,Verdadero,43,27/8/2022,855
0aae8fc0-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,5,Verdadero,7,30/6/2022,796
0aae9042-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,6,Verdadero,16,27/11/2022,922
0aae90c4-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,4,Verdadero,44,16/7/2022,739
0aae9150-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,0,Falso,46,26/7/2022,977
0aae91d2-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,4,Falso,35,6/10/2022,827
0aae9254-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,2,Verdadero,2,13/7/2022,820
0aae92ea-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,5,Verdadero,3,24/6/2022,955
0aae936c-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,6,Falso,18,31/8/2022,969
0aae93f8-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,1,Falso,33,29/5/2022,727
0aae947a-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,3,Verdadero,28,2/6/2022,854
0aae9506-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,3,Falso,23,14/8/2022,900
0aae9588-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,5,Verdadero,46,5/8/2022,708
0aae9614-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,5,Verdadero,42,31/10/2022,902
0aae96a0-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,5,Verdadero,25,19/5/2022,922
0aae9722-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,6,Verdadero,50,12/9/2022,705
0aae97ae-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,1,Falso,38,18/7/2022,799
0aae9830-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,0,Falso,13,12/6/2022,707
0aae98b2-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,6,Falso,46,19/6/2022,756
0aae993e-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,4,Verdadero,23,6/6/2022,971
0aae99ca-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,5,Verdadero,45,17/9/2022,772
0aae9a56-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,3,Verdadero,34,17/10/2022,781
0aae9ad8-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,5,Falso,26,1/6/2022,829
0aae9b5a-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,3,Falso,12,2/9/2022,868
0aae9bf0-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,4,Falso,33,17/11/2022,830
0aae9c7c-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,6,Verdadero,1,19/5/2022,974
0aae9cfe-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,1,Falso,13,25/10/2022,831
0aae9d8a-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,2,Falso,10,25/5/2022,979
0aae9e0c-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,4,Falso,23,5/7/2022,985
0aae9e98-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,3,Verdadero,17,23/9/2022,787
0aae9f24-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,6,Verdadero,29,10/8/2022,891
0aae9fa6-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,0,Verdadero,44,19/10/2022,702
0aaea032-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,3,Falso,22,7/8/2022,701
0aaea0b4-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,0,Falso,27,3/9/2022,899
0aaea186-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,0,Falso,8,26/9/2022,710
0aaea212-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,1,Verdadero,46,22/11/2022,836
0aaea29e-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,0,Verdadero,45,2/7/2022,702
0aaea320-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,6,Verdadero,39,28/5/2022,923
0aaea3ac-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,1,Falso,12,2/10/2022,817
0aaea456-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,4,Verdadero,21,7/7/2022,824
0aaea4e2-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,2,Falso,42,9/6/2022,939
0aaea56e-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,5,Verdadero,25,27/8/2022,970
0aaea5f0-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,1,Verdadero,47,7/7/2022,833
0aaea67c-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,0,Falso,11,11/11/2022,1000
0aaea71c-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,2,Verdadero,33,28/10/2022,915
0aaea7a8-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,0,Verdadero,5,9/7/2022,854
0aaea82a-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,2,Falso,8,21/11/2022,968
0aaea8b6-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,5,Verdadero,12,25/11/2022,854
0aaeab2c-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,5,Verdadero,0,16/9/2022,784
0aaeabb8-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,1,Falso,0,13/11/2022,899
0aaeac44-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,6,Verdadero,42,8/6/2022,913
0aaeacc6-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,5,Verdadero,1,2/10/2022,960
0aaead48-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,0,Falso,43,21/9/2022,974
0aaeadd4-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,0,Falso,10,22/5/2022,827
0aaeae60-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,3,Falso,22,4/5/2022,977
0aaeaeec-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,6,Falso,41,22/9/2022,755
0aaeaf6e-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,4,Verdadero,18,7/5/2022,955
0aaeaff0-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,1,Verdadero,12,20/9/2022,904
0aaeb07c-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,2,Falso,46,8/9/2022,863
0aaeb0fe-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,5,Verdadero,18,8/7/2022,944
0aaeb180-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,2,Falso,42,19/6/2022,921
0aaeb20c-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,0,Verdadero,35,2/10/2022,732
0aaeb28e-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,1,Verdadero,0,23/9/2022,950
0aaeb310-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,0,Falso,5,7/6/2022,882
0aaeb392-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,2,Verdadero,7,17/5/2022,902
0aaeb414-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,1,Verdadero,27,9/8/2022,798
0aaeb4a0-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,6,Verdadero,33,6/6/2022,971
0aaeb522-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,4,Falso,33,12/5/2022,790
0aaeb5a4-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,1,Verdadero,5,25/7/2022,877
0aaeb626-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,2,Falso,1,26/11/2022,799
0aaeb6b2-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,6,Falso,20,20/9/2022,848
0aaeb73e-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,2,Falso,38,27/6/2022,861
0aaeb7c0-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,2,Verdadero,7,18/6/2022,865
0aaeb84c-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,6,Verdadero,4,4/8/2022,761
0aaeb8ce-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,3,Verdadero,19,22/9/2022,822
0aaeb950-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,4,Falso,5,5/10/2022,972
0aaeb9dc-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,0,Falso,42,5/5/2022,989
0aaeba5e-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,2,Falso,24,1/5/2022,972
0aaebaea-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,2,Verdadero,4,25/7/2022,824
0aaebb6c-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,4,Verdadero,8,13/11/2022,846
0aaebbee-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,2,Verdadero,42,6/6/2022,723
0aaebc7a-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,0,Falso,16,21/9/2022,976
0aaebcfc-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,1,Verdadero,0,7/8/2022,797
0aaebd7e-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,4,Falso,25,15/11/2022,813
0aaebe0a-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,0,Verdadero,14,13/9/2022,809
0aaebe8c-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,0,Verdadero,9,30/7/2022,907
0aaebf0e-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,2,Verdadero,24,26/9/2022,939
0aaebf9a-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,5,Verdadero,21,8/5/2022,893
0aaec378-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,6,Verdadero,46,9/6/2022,855
0aaec40e-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,2,Falso,38,10/8/2022,706
0aaec490-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,0,Verdadero,22,29/5/2022,803
0aaec526-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,5,Falso,3,23/10/2022,968
0aaec5b2-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,6,Falso,11,10/9/2022,734
0aaec63e-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,2,Verdadero,9,2/8/2022,978
0aaec6c0-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,0,Verdadero,33,1/5/2022,938
0aaec742-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,6,Falso,20,17/10/2022,985
0aaec7c4-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,4,Falso,18,23/9/2022,984
0aaec88c-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,3,Falso,15,6/8/2022,874
0aaec918-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,5,Falso,9,25/11/2022,803
0aaec99a-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,6,Falso,23,30/7/2022,702
0aaeca26-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,4,Falso,6,21/10/2022,875
0aaecaa8-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,4,Verdadero,27,4/10/2022,940
0aaecb52-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,4,Falso,23,8/5/2022,706
0aaecbd4-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,6,Falso,38,31/10/2022,848
0aaecc60-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,2,Verdadero,29,15/10/2022,973
0aaecce2-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,2,Falso,43,8/8/2022,915
0aaecd6e-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,0,Verdadero,12,23/10/2022,869
0aaecdf0-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,6,Verdadero,2,16/5/2022,770
0aaece7c-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,2,Verdadero,36,7/6/2022,943
0aaecefe-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,4,Falso,25,23/6/2022,991
0aaecf8a-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,3,Verdadero,28,25/5/2022,837
0aaed05c-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,0,Verdadero,40,23/7/2022,849
0aaed0f2-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,3,Falso,7,3/11/2022,933
0aaed174-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,6,Falso,20,7/11/2022,716
0aaed200-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,3,Falso,22,27/7/2022,705
0aaed282-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,5,Falso,22,11/8/2022,787
0aaed30e-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,6,Verdadero,27,7/6/2022,940
0aaed390-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,0,Falso,47,16/11/2022,801
0aaed412-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,4,Falso,9,14/5/2022,803
0aaed49e-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,1,Verdadero,21,27/9/2022,989
0aaed520-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,2,Falso,0,16/10/2022,727
0aaed5a2-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,5,Falso,29,8/6/2022,930
0aaed62e-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,0,Falso,3,8/11/2022,893
0aaed6b0-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,0,Falso,1,25/9/2022,964
0aaed73c-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,4,Verdadero,32,12/10/2022,911
0aaed7be-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,2,Falso,19,12/6/2022,819
0aaed84a-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,6,Falso,7,21/8/2022,914
0aaed8cc-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,0,Falso,3,25/11/2022,811
0aaed96c-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,4,Falso,38,26/6/2022,728
0aaed9f8-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,0,Verdadero,24,12/7/2022,949
0aaeda84-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,6,Verdadero,4,5/10/2022,913
0aaedb10-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,3,Falso,30,26/9/2022,912
0aaedb92-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,5,Falso,26,12/9/2022,885
0aaedc14-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,3,Falso,31,27/8/2022,960
0aaedca0-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,6,Falso,33,24/9/2022,787
0aaedd22-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,2,Falso,1,16/11/2022,749
0aaedda4-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,5,Verdadero,26,18/8/2022,916
0aaede26-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,2,Verdadero,36,18/7/2022,720
0aaedeb2-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,2,Verdadero,17,2/9/2022,857
0aaedf34-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,3,Verdadero,14,15/9/2022,973
0aaedfc0-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,2,Verdadero,26,19/5/2022,899
0aaee042-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,0,Verdadero,11,18/10/2022,705
0aaee0c4-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,6,Falso,49,20/5/2022,736
0aaee15a-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,0,Falso,44,5/7/2022,883
0aaee1e6-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,1,Verdadero,29,16/8/2022,984
0aaee268-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,6,Verdadero,21,10/6/2022,866
0aaee2ea-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,4,Falso,19,8/10/2022,954
0aaee36c-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,4,Falso,35,14/8/2022,772
0aaee3ee-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,6,Falso,4,19/8/2022,912
0aaee470-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,6,Verdadero,13,18/9/2022,703
0aaee4fc-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,2,Verdadero,5,2/10/2022,770
0aaee57e-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,1,Verdadero,50,28/6/2022,711
0aaee60a-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,4,Falso,19,7/7/2022,907
0aaee696-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,2,Falso,46,7/6/2022,884
0aaee718-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Falso,3,Falso,39,27/7/2022,949
0aaee79a-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,0,Verdadero,27,5/6/2022,908
0aaee862-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,6,Falso,17,27/5/2022,720
0aaee8ee-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,3,Verdadero,9,17/5/2022,925
0aaee97a-74f7-11ed-86c4-0242ac1c000c,Falso,Falso,Verdadero,4,Falso,43,17/9/2022,787
0aaee9fc-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,1,Falso,46,7/5/2022,767
0aaeea7e-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,3,Falso,44,24/5/2022,992
0aaeeb0a-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Verdadero,5,Verdadero,10,7/5/2022,703
0aaeeb8c-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Falso,0,Verdadero,11,1/8/2022,747
0aaeec0e-74f7-11ed-86c4-0242ac1c000c,Verdadero,Falso,Falso,1,Falso,11,27/7/2022,739
0aaeec90-74f7-11ed-86c4-0242ac1c000c,Verdadero,Verdadero,Verdadero,1,Falso,41,21/7/2022,766
0aaeed4e-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Falso,0,Verdadero,25,22/8/2022,729
0aaeedd0-74f7-11ed-86c4-0242ac1c000c,Falso,Verdadero,Verdadero,3,Verdadero,30,1/5/2022,724
