VarIdentificadorSedes,VarNombreSedes,VarDescripcionSedes,NbrTelefonoSedes,VarEstadoSedes,VarIdentificadorProvincia,VarIdentificadorParroquia,VarIdentificadorCanton,VarIdentificadorInstitucionEducativa
ff137342-99c7-11ed-83a5-0242ac1c000c,SEDE - PUYO,Laboriosam laudantium fugiat recusandae maiores minima. Hic dignissimos quibusdam nobis rerum.,968343462,Inactivo,5d69fde4-74f7-11ed-8d69-0242ac1c000c,359f11b4-74f7-11ed-a487-0242ac1c000c,8c0559be-74f7-11ed-884d-0242ac1c000c,4a10436e-74f4-11ed-be5f-0242ac1c000c
ff1373d8-99c7-11ed-83a5-0242ac1c000c,MATRIZ - PUYO,Alias incidunt ratione temporibus. Saepe commodi fuga recusandae laborum consectetur veniam.,991352739,Activo,5d69eeee-74f7-11ed-8d69-0242ac1c000c,359f125e-74f7-11ed-a487-0242ac1c000c,8c055a2c-74f7-11ed-884d-0242ac1c000c,4a1043f0-74f4-11ed-be5f-0242ac1c000c
ff13746e-99c7-11ed-83a5-0242ac1c000c,EXTENSION - IBARRA,Sunt blanditiis facilis eum odio quisquam. Laboriosam odit quod similique nam eaque. Magni inventore dolore modi dicta.,946463877,Activo,5d69f132-74f7-11ed-8d69-0242ac1c000c,359f12fe-74f7-11ed-a487-0242ac1c000c,8c055a86-74f7-11ed-884d-0242ac1c000c,4a10445e-74f4-11ed-be5f-0242ac1c000c
ff137504-99c7-11ed-83a5-0242ac1c000c,EXTENSION - RIOBAMBA,Corrupti ea earum dolor. Esse suscipit corporis excepturi est sunt ut.,991923743,Activo,5d69f1f0-74f7-11ed-8d69-0242ac1c000c,359f13a8-74f7-11ed-a487-0242ac1c000c,8c055af4-74f7-11ed-884d-0242ac1c000c,4a1044c2-74f4-11ed-be5f-0242ac1c000c
ff137590-99c7-11ed-83a5-0242ac1c000c,EXTENSION - QUEVEDO,Odit ab atque temporibus voluptas distinctio. Facilis aspernatur tenetur fugiat.,910903789,Activo,5d69f29a-74f7-11ed-8d69-0242ac1c000c,359f1448-74f7-11ed-a487-0242ac1c000c,8c055b58-74f7-11ed-884d-0242ac1c000c,4a10453a-74f4-11ed-be5f-0242ac1c000c
ff137626-99c7-11ed-83a5-0242ac1c000c,SEDE - IBARRA,Incidunt ipsa numquam dolorem. Doloremque explicabo delectus fuga similique facilis est optio.,978403646,Inactivo,5d69f330-74f7-11ed-8d69-0242ac1c000c,359f14f2-74f7-11ed-a487-0242ac1c000c,8c055bb2-74f7-11ed-884d-0242ac1c000c,4a1045b2-74f4-11ed-be5f-0242ac1c000c
ff1376b2-99c7-11ed-83a5-0242ac1c000c,EXTENSION - LA MANA,Impedit distinctio quidem perspiciatis. Soluta asperiores nihil atque deserunt eaque rerum veritatis. Sapiente ipsa magnam provident.,939861075,Inactivo,5d69f3c6-74f7-11ed-8d69-0242ac1c000c,359f159c-74f7-11ed-a487-0242ac1c000c,8c055c16-74f7-11ed-884d-0242ac1c000c,4a10463e-74f4-11ed-be5f-0242ac1c000c
ff13772a-99c7-11ed-83a5-0242ac1c000c,BAHÍA DE CARAQUEZ,Nobis animi vero est ab. Accusantium accusantium nihil nostrum assumenda molestiae. Totam commodi assumenda inventore minus laudantium.,945126304,Inactivo,5d69f452-74f7-11ed-8d69-0242ac1c000c,359f1650-74f7-11ed-a487-0242ac1c000c,8c055c98-74f7-11ed-884d-0242ac1c000c,4a1046c0-74f4-11ed-be5f-0242ac1c000c
ff1377c0-99c7-11ed-83a5-0242ac1c000c,SANTA ANA,Odio veniam tempora officia. Impedit omnis voluptatum omnis assumenda natus sequi.,935512825,Activo,5d69f4f2-74f7-11ed-8d69-0242ac1c000c,359f16f0-74f7-11ed-a487-0242ac1c000c,8c055cfc-74f7-11ed-884d-0242ac1c000c,4a104742-74f4-11ed-be5f-0242ac1c000c
ff13784c-99c7-11ed-83a5-0242ac1c000c,MATRIZ - QUEVEDO,Odit cumque cupiditate alias exercitationem. Ipsam odit nesciunt nam.,929036192,Inactivo,5d69f57e-74f7-11ed-8d69-0242ac1c000c,359f1790-74f7-11ed-a487-0242ac1c000c,8c055d56-74f7-11ed-884d-0242ac1c000c,4a1047c4-74f4-11ed-be5f-0242ac1c000c
ff1378e2-99c7-11ed-83a5-0242ac1c000c,LA CONCORDIA,Laboriosam necessitatibus maiores ex delectus repellendus dolor. Illum quod saepe deserunt labore. Facere nam suscipit aperiam numquam architecto. Nisi ullam corporis eum atque.,945105128,Inactivo,5d69f60a-74f7-11ed-8d69-0242ac1c000c,359f1830-74f7-11ed-a487-0242ac1c000c,8c055db0-74f7-11ed-884d-0242ac1c000c,4a104832-74f4-11ed-be5f-0242ac1c000c
ff13796e-99c7-11ed-83a5-0242ac1c000c,SAMBORONDON,Reprehenderit iste cum necessitatibus quas explicabo. Sed quam dicta inventore. Rerum sint sed.,960783401,Inactivo,5d69f68c-74f7-11ed-8d69-0242ac1c000c,359f18da-74f7-11ed-a487-0242ac1c000c,8c055e1e-74f7-11ed-884d-0242ac1c000c,4a1048aa-74f4-11ed-be5f-0242ac1c000c
ff137a04-99c7-11ed-83a5-0242ac1c000c,QUITO,Officiis repudiandae molestiae nemo reprehenderit sed magni. Ab non doloribus rem deserunt alias. Natus maxime maxime culpa laboriosam quas.,927684510,Inactivo,5d69f718-74f7-11ed-8d69-0242ac1c000c,359f197a-74f7-11ed-a487-0242ac1c000c,8c055e82-74f7-11ed-884d-0242ac1c000c,4a104918-74f4-11ed-be5f-0242ac1c000c
ff137a9a-99c7-11ed-83a5-0242ac1c000c,MATRIZ - CUENCA,Rerum possimus eos at optio eos. Ducimus est ut maxime velit omnis commodi. Perspiciatis nemo placeat eveniet debitis laudantium.,926033338,Inactivo,5d69f7a4-74f7-11ed-8d69-0242ac1c000c,359f1a1a-74f7-11ed-a487-0242ac1c000c,8c055edc-74f7-11ed-884d-0242ac1c000c,4a1049ea-74f4-11ed-be5f-0242ac1c000c
ff137b26-99c7-11ed-83a5-0242ac1c000c,SEDE - CUENCA,Reiciendis optio reiciendis ipsum eum recusandae. Dicta autem sunt.,917232639,Inactivo,5d69f826-74f7-11ed-8d69-0242ac1c000c,359f1aec-74f7-11ed-a487-0242ac1c000c,8c055f36-74f7-11ed-884d-0242ac1c000c,4a104a6c-74f4-11ed-be5f-0242ac1c000c
ff137ba8-99c7-11ed-83a5-0242ac1c000c,MATRIZ - QUITO,Dolorum sapiente numquam iste maiores ipsam optio provident.,960012536,Activo,5d69f8a8-74f7-11ed-8d69-0242ac1c000c,359f1b96-74f7-11ed-a487-0242ac1c000c,8c055f9a-74f7-11ed-884d-0242ac1c000c,4a104aee-74f4-11ed-be5f-0242ac1c000c
ff137c2a-99c7-11ed-83a5-0242ac1c000c,MATRIZ - JOSE RUBEN ORELLANA,Eaque sint exercitationem iure aperiam mollitia quaerat. Perspiciatis consequatur laboriosam omnis accusantium nobis sit. Hic ipsam deserunt porro.,920381859,Inactivo,5d69f92a-74f7-11ed-8d69-0242ac1c000c,359f1c36-74f7-11ed-a487-0242ac1c000c,8c055ffe-74f7-11ed-884d-0242ac1c000c,4a104b7a-74f4-11ed-be5f-0242ac1c000c
ff137cac-99c7-11ed-83a5-0242ac1c000c,MATRIZ - CALCETA,Quo ex sapiente a. Excepturi quaerat ab recusandae dignissimos eligendi. Ea dignissimos sint hic consectetur aliquam ipsam.,992467357,Activo,5d69f9ac-74f7-11ed-8d69-0242ac1c000c,359f1ce0-74f7-11ed-a487-0242ac1c000c,8c056058-74f7-11ed-884d-0242ac1c000c,4a104bfc-74f4-11ed-be5f-0242ac1c000c
ff137d2e-99c7-11ed-83a5-0242ac1c000c,MATRIZ - RIOBAMBA,Explicabo nobis molestias voluptates dicta dolorum. Numquam repellendus iusto nobis perferendis sapiente similique.,928781566,Activo,5d69fa42-74f7-11ed-8d69-0242ac1c000c,359f1d80-74f7-11ed-a487-0242ac1c000c,8c0560bc-74f7-11ed-884d-0242ac1c000c,4a104c7e-74f4-11ed-be5f-0242ac1c000c
ff137db0-99c7-11ed-83a5-0242ac1c000c,ORELLANA,Iusto ducimus deleniti tempora molestiae perspiciatis.,981541069,Activo,5d69face-74f7-11ed-8d69-0242ac1c000c,359f1e20-74f7-11ed-a487-0242ac1c000c,8c056116-74f7-11ed-884d-0242ac1c000c,4a104d64-74f4-11ed-be5f-0242ac1c000c
ff137e28-99c7-11ed-83a5-0242ac1c000c,MACAS,Quis numquam nisi quam accusamus. Ad fuga nihil ad pariatur.,929652131,Activo,5d69fb5a-74f7-11ed-8d69-0242ac1c000c,359f1ec0-74f7-11ed-a487-0242ac1c000c,8c05617a-74f7-11ed-884d-0242ac1c000c,4a104df0-74f4-11ed-be5f-0242ac1c000c
ff137eb4-99c7-11ed-83a5-0242ac1c000c,MATRIZ - GUAYAQUIL,Voluptatum veritatis veritatis atque enim. Modi laudantium nulla unde praesentium voluptatum iusto. Id dolore similique sit non.,987412212,Activo,5d69fbe6-74f7-11ed-8d69-0242ac1c000c,359f1fce-74f7-11ed-a487-0242ac1c000c,8c0561d4-74f7-11ed-884d-0242ac1c000c,4a104e72-74f4-11ed-be5f-0242ac1c000c
ff137f40-99c7-11ed-83a5-0242ac1c000c,CANELOS,Illo illum perferendis sit voluptates quo quod. Odio quis quisquam eveniet reprehenderit incidunt nemo deleniti.,915852352,Activo,5d69fc72-74f7-11ed-8d69-0242ac1c000c,359f2078-74f7-11ed-a487-0242ac1c000c,8c056238-74f7-11ed-884d-0242ac1c000c,4a104eea-74f4-11ed-be5f-0242ac1c000c
ff137fb8-99c7-11ed-83a5-0242ac1c000c,MATRIZ - COLTA,Ipsa iusto quos. Occaecati eligendi natus eveniet cum sed quas. Voluptatibus soluta soluta saepe. Ipsum ad id expedita et exercitationem aliquid necessitatibus.,911439364,Inactivo,5d69fcfe-74f7-11ed-8d69-0242ac1c000c,359f2118-74f7-11ed-a487-0242ac1c000c,8c056666-74f7-11ed-884d-0242ac1c000c,4a104f6c-74f4-11ed-be5f-0242ac1c000c
ff138044-99c7-11ed-83a5-0242ac1c000c,LIMONCOCHA,Impedit quidem alias cum voluptatibus. Laboriosam molestias rem distinctio. Magnam dolor velit dolore rerum praesentium dolorum.,907730800,Inactivo,5d69fde4-74f7-11ed-8d69-0242ac1c000c,359f21c2-74f7-11ed-a487-0242ac1c000c,8c0566d4-74f7-11ed-884d-0242ac1c000c,4a104fee-74f4-11ed-be5f-0242ac1c000c
ff1380c6-99c7-11ed-83a5-0242ac1c000c,SUCUMBIOS,Harum commodi quaerat expedita. Laudantium et iure sapiente excepturi ab voluptatibus. Itaque temporibus dolorum sapiente.,989561143,Activo,5d69eeee-74f7-11ed-8d69-0242ac1c000c,359f2262-74f7-11ed-a487-0242ac1c000c,8c056738-74f7-11ed-884d-0242ac1c000c,4a105066-74f4-11ed-be5f-0242ac1c000c
ff138148-99c7-11ed-83a5-0242ac1c000c,CAÑAR,Cum iure ratione illo expedita. Itaque provident sit esse. Sit voluptate corporis optio.,994047399,Activo,5d69f132-74f7-11ed-8d69-0242ac1c000c,359f2302-74f7-11ed-a487-0242ac1c000c,8c056792-74f7-11ed-884d-0242ac1c000c,4a1050e8-74f4-11ed-be5f-0242ac1c000c
ff1381ca-99c7-11ed-83a5-0242ac1c000c,SEDE - GUAYAQUIL,Doloremque inventore perferendis modi. Repudiandae unde voluptate deserunt.,929160156,Inactivo,5d69f1f0-74f7-11ed-8d69-0242ac1c000c,359f23ac-74f7-11ed-a487-0242ac1c000c,8c0567f6-74f7-11ed-884d-0242ac1c000c,4a105160-74f4-11ed-be5f-0242ac1c000c
ff138242-99c7-11ed-83a5-0242ac1c000c,MATRIZ - LATACUNGA,Dolore ipsum sint architecto incidunt. Minima nihil praesentium voluptatibus. Alias omnis rem quam.,921903459,Activo,5d69f29a-74f7-11ed-8d69-0242ac1c000c,359f2442-74f7-11ed-a487-0242ac1c000c,8c05685a-74f7-11ed-884d-0242ac1c000c,4a1051d8-74f4-11ed-be5f-0242ac1c000c
ff1382c4-99c7-11ed-83a5-0242ac1c000c,LOJA,Commodi earum vel voluptatibus. Harum numquam voluptas pariatur.,995067123,Activo,5d69eeee-74f7-11ed-8d69-0242ac1c000c,359f24e2-74f7-11ed-a487-0242ac1c000c,8c050784-74f7-11ed-884d-0242ac1c000c,4a105250-74f4-11ed-be5f-0242ac1c000c
ff138346-99c7-11ed-83a5-0242ac1c000c,SANTO DOMINGO DE LOS TSACHILAS,Reprehenderit expedita voluptate vero quaerat. Numquam molestias asperiores cumque sequi velit dolores.,922527802,Activo,5d69f132-74f7-11ed-8d69-0242ac1c000c,359f2582-74f7-11ed-a487-0242ac1c000c,8c050932-74f7-11ed-884d-0242ac1c000c,4a1052c8-74f4-11ed-be5f-0242ac1c000c
ff1383d2-99c7-11ed-83a5-0242ac1c000c,ESMERALDAS MATRIZ,Dolorum occaecati repellendus voluptatem recusandae libero. Minus autem numquam quae animi omnis.,944745887,Inactivo,5d69f1f0-74f7-11ed-8d69-0242ac1c000c,359f2622-74f7-11ed-a487-0242ac1c000c,8c0509b4-74f7-11ed-884d-0242ac1c000c,4a105340-74f4-11ed-be5f-0242ac1c000c
ff13845e-99c7-11ed-83a5-0242ac1c000c,MATRIZ - BABAHOYO,Nemo ipsa a quibusdam eligendi nulla.,960731234,Inactivo,5d69f29a-74f7-11ed-8d69-0242ac1c000c,359f26c2-74f7-11ed-a487-0242ac1c000c,8c050a2c-74f7-11ed-884d-0242ac1c000c,4a1053b8-74f4-11ed-be5f-0242ac1c000c
ff1384ea-99c7-11ed-83a5-0242ac1c000c,MATRIZ - SAN MIGUEL DE URCUQUI,Suscipit excepturi provident amet. Temporibus officiis id nihil recusandae. Ex numquam provident perferendis eius excepturi dignissimos.,953012442,Inactivo,5d69f330-74f7-11ed-8d69-0242ac1c000c,359f799c-74f7-11ed-a487-0242ac1c000c,8c050a90-74f7-11ed-884d-0242ac1c000c,4a105426-74f4-11ed-be5f-0242ac1c000c
ff138576-99c7-11ed-83a5-0242ac1c000c,SEDE - SANTO DOMINGO,Doloremque eum cumque laudantium. Sint numquam eaque quos quas. Ad excepturi perferendis quae. Hic expedita placeat blanditiis ipsum nostrum laboriosam excepturi.,993766451,Activo,5d69f3c6-74f7-11ed-8d69-0242ac1c000c,359f7bc2-74f7-11ed-a487-0242ac1c000c,8c050afe-74f7-11ed-884d-0242ac1c000c,4a1054bc-74f4-11ed-be5f-0242ac1c000c
ff138602-99c7-11ed-83a5-0242ac1c000c,MATRIZ - SANTO DOMINGO DE LOS TSACHILAS,Perferendis ipsum delectus. Alias quasi aspernatur omnis voluptatibus doloremque.,933980573,Activo,5d69f452-74f7-11ed-8d69-0242ac1c000c,359f7ca8-74f7-11ed-a487-0242ac1c000c,8c050b62-74f7-11ed-884d-0242ac1c000c,4a10553e-74f4-11ed-be5f-0242ac1c000c
ff13868e-99c7-11ed-83a5-0242ac1c000c,MATRIZ - MONTALVO,Asperiores expedita veritatis occaecati nam recusandae saepe. Dignissimos minima autem cupiditate placeat molestiae. Molestias officiis rem fuga quo.,978796896,Inactivo,5d69f4f2-74f7-11ed-8d69-0242ac1c000c,359f7d5c-74f7-11ed-a487-0242ac1c000c,8c050bc6-74f7-11ed-884d-0242ac1c000c,4a1055b6-74f4-11ed-be5f-0242ac1c000c
ff13871a-99c7-11ed-83a5-0242ac1c000c,MATRIZ - EL ANGEL,Cupiditate quod quisquam ipsum. Doloribus ullam officiis id ipsa dicta eligendi veritatis.,933260019,Activo,5d69f57e-74f7-11ed-8d69-0242ac1c000c,359f7e06-74f7-11ed-a487-0242ac1c000c,8c050c20-74f7-11ed-884d-0242ac1c000c,4a10562e-74f4-11ed-be5f-0242ac1c000c
ff1387a6-99c7-11ed-83a5-0242ac1c000c,Sede CAÑAR,Dicta facilis labore nihil tenetur. Nihil enim sit mollitia reprehenderit alias minus suscipit. Saepe blanditiis expedita accusamus inventore consectetur quasi. Voluptatibus perspiciatis dolorum sunt praesentium illo aliquid aperiam.,973802275,Activo,5d69f60a-74f7-11ed-8d69-0242ac1c000c,359f7eb0-74f7-11ed-a487-0242ac1c000c,8c050c8e-74f7-11ed-884d-0242ac1c000c,4a1056b0-74f4-11ed-be5f-0242ac1c000c
ff138832-99c7-11ed-83a5-0242ac1c000c,CENTRO DE APOYO - GUAYAQUIL,Velit officiis doloribus enim id laudantium quaerat. Est maiores debitis quam nulla. Quas aut velit saepe alias ipsum.,935972211,Activo,5d69f68c-74f7-11ed-8d69-0242ac1c000c,359f7f5a-74f7-11ed-a487-0242ac1c000c,8c050d24-74f7-11ed-884d-0242ac1c000c,4a105728-74f4-11ed-be5f-0242ac1c000c
ff1388d2-99c7-11ed-83a5-0242ac1c000c,BABAHOYO,Consequuntur tenetur laudantium quos architecto libero eveniet. Magnam iusto sapiente molestiae facere repellendus.,967726215,Inactivo,5d69f718-74f7-11ed-8d69-0242ac1c000c,359f7ffa-74f7-11ed-a487-0242ac1c000c,8c050d92-74f7-11ed-884d-0242ac1c000c,4a1057a0-74f4-11ed-be5f-0242ac1c000c
ff138968-99c7-11ed-83a5-0242ac1c000c,MATRIZ - BAÑOS,Hic eos incidunt eaque quos illum eveniet. Debitis explicabo exercitationem. Suscipit magni quaerat dignissimos ipsa. Suscipit sequi excepturi dolores vero temporibus.,957030566,Activo,5d69f7a4-74f7-11ed-8d69-0242ac1c000c,359f809a-74f7-11ed-a487-0242ac1c000c,8c050df6-74f7-11ed-884d-0242ac1c000c,4a10580e-74f4-11ed-be5f-0242ac1c000c
ff1389f4-99c7-11ed-83a5-0242ac1c000c,PATATE,Ipsum dolore autem deleniti quibusdam non quasi maxime. Enim placeat reiciendis unde a. Porro in nobis officia facere. In labore ducimus quia mollitia consequuntur cumque.,937062052,Inactivo,5d69f826-74f7-11ed-8d69-0242ac1c000c,359f8144-74f7-11ed-a487-0242ac1c000c,8c050e5a-74f7-11ed-884d-0242ac1c000c,4a10587c-74f4-11ed-be5f-0242ac1c000c
ff138a8a-99c7-11ed-83a5-0242ac1c000c,GUAYAQUIL,Consectetur quidem doloremque doloribus facere quis est quibusdam. Explicabo nulla repellendus nesciunt occaecati rem. Ullam ab aut iure quis consequatur quas.,953798110,Inactivo,5d69f8a8-74f7-11ed-8d69-0242ac1c000c,359f81ee-74f7-11ed-a487-0242ac1c000c,8c050ebe-74f7-11ed-884d-0242ac1c000c,4a1058f4-74f4-11ed-be5f-0242ac1c000c
ff138b16-99c7-11ed-83a5-0242ac1c000c,MATRIZ - AMBATO,Minima amet sed explicabo.,935586465,Inactivo,5d69f92a-74f7-11ed-8d69-0242ac1c000c,359f8298-74f7-11ed-a487-0242ac1c000c,8c050f22-74f7-11ed-884d-0242ac1c000c,4a105976-74f4-11ed-be5f-0242ac1c000c
ff138ba2-99c7-11ed-83a5-0242ac1c000c,MATRIZ - LOJA,Sint deleniti culpa eos ipsa eos blanditiis.,956623738,Activo,5d69f9ac-74f7-11ed-8d69-0242ac1c000c,359f832e-74f7-11ed-a487-0242ac1c000c,8c050f86-74f7-11ed-884d-0242ac1c000c,4a1059ee-74f4-11ed-be5f-0242ac1c000c
ff138c2e-99c7-11ed-83a5-0242ac1c000c,MATRIZ - SANTO DOMINGO DE LOS COLORADOS.,Delectus sint a nisi. Ut molestias nulla. Ut laboriosam minima iste libero ratione. Dicta id accusantium saepe recusandae eos.,929069345,Inactivo,5d69fa42-74f7-11ed-8d69-0242ac1c000c,359f83c4-74f7-11ed-a487-0242ac1c000c,8c050ff4-74f7-11ed-884d-0242ac1c000c,4a105a66-74f4-11ed-be5f-0242ac1c000c
ff138d96-99c7-11ed-83a5-0242ac1c000c,CALVAS,Commodi quidem dolores omnis. Dolor quis explicabo aliquam.,933164670,Activo,5d69face-74f7-11ed-8d69-0242ac1c000c,359f845a-74f7-11ed-a487-0242ac1c000c,8c051058-74f7-11ed-884d-0242ac1c000c,4a105ade-74f4-11ed-be5f-0242ac1c000c
ff138ed6-99c7-11ed-83a5-0242ac1c000c,RIOBAMBA,At commodi odio saepe quo atque iusto consectetur. Doloremque libero dicta ipsam incidunt commodi. Necessitatibus alias atque laboriosam nulla blanditiis minima.,967923005,Inactivo,5d69fb5a-74f7-11ed-8d69-0242ac1c000c,359f855e-74f7-11ed-a487-0242ac1c000c,8c0510c6-74f7-11ed-884d-0242ac1c000c,4a105b60-74f4-11ed-be5f-0242ac1c000c
ff138f58-99c7-11ed-83a5-0242ac1c000c,(LOS RIOS-QUEVEDO-QUEVEDO,Nisi enim perspiciatis accusamus nihil. Unde earum commodi autem repellendus. Neque illo maxime provident similique repellendus.,912654463,Activo,5d69fbe6-74f7-11ed-8d69-0242ac1c000c,359f85ea-74f7-11ed-a487-0242ac1c000c,8c051120-74f7-11ed-884d-0242ac1c000c,4a105bce-74f4-11ed-be5f-0242ac1c000c
ff138fe4-99c7-11ed-83a5-0242ac1c000c,IBARRA,Dolorem ipsam facere sint ducimus quas. Aut ea ea quis repudiandae. Debitis quos dolore libero molestias accusantium.,938298885,Inactivo,5d69fc72-74f7-11ed-8d69-0242ac1c000c,359f8680-74f7-11ed-a487-0242ac1c000c,8c051184-74f7-11ed-884d-0242ac1c000c,4a105c46-74f4-11ed-be5f-0242ac1c000c
ff1390c0-99c7-11ed-83a5-0242ac1c000c,COTACACHI,Perspiciatis ad ut ipsum suscipit odio. Pariatur facilis explicabo saepe mollitia cupiditate.,950588450,Inactivo,5d69fcfe-74f7-11ed-8d69-0242ac1c000c,359f872a-74f7-11ed-a487-0242ac1c000c,8c0511f2-74f7-11ed-884d-0242ac1c000c,4a105dae-74f4-11ed-be5f-0242ac1c000c
ff139156-99c7-11ed-83a5-0242ac1c000c,MATRIZ - NUEVA LOJA,Vitae ex nobis quia debitis cum. Officiis fugiat fuga rem.,968667317,Activo,5d69fde4-74f7-11ed-8d69-0242ac1c000c,359f87f2-74f7-11ed-a487-0242ac1c000c,8c051256-74f7-11ed-884d-0242ac1c000c,4a105e76-74f4-11ed-be5f-0242ac1c000c
ff1391ec-99c7-11ed-83a5-0242ac1c000c,MATRIZ - IBARRA,Eos maxime excepturi veniam earum aliquid. Minima quos necessitatibus assumenda laborum reiciendis neque optio.,932226990,Inactivo,5d69eeee-74f7-11ed-8d69-0242ac1c000c,359f8888-74f7-11ed-a487-0242ac1c000c,8c0512d8-74f7-11ed-884d-0242ac1c000c,4a105f02-74f4-11ed-be5f-0242ac1c000c
ff139278-99c7-11ed-83a5-0242ac1c000c,SEDE - QUITO,Adipisci rem commodi dolor commodi exercitationem molestiae. Officia veniam nam non. Unde nihil ratione natus aspernatur.,915247826,Activo,5d69f132-74f7-11ed-8d69-0242ac1c000c,359f891e-74f7-11ed-a487-0242ac1c000c,8c051346-74f7-11ed-884d-0242ac1c000c,4a105f84-74f4-11ed-be5f-0242ac1c000c
ff139304-99c7-11ed-83a5-0242ac1c000c,SANTO DOMINGO,Magni quia perspiciatis debitis. Fugiat neque mollitia dignissimos culpa placeat unde recusandae.,977546075,Activo,5d69f1f0-74f7-11ed-8d69-0242ac1c000c,359f89be-74f7-11ed-a487-0242ac1c000c,8c0513aa-74f7-11ed-884d-0242ac1c000c,4a106006-74f4-11ed-be5f-0242ac1c000c
ff13939a-99c7-11ed-83a5-0242ac1c000c,MATRIZ - MACHALA,Impedit voluptas impedit qui eum. Incidunt praesentium vero quam maiores. Excepturi eligendi in asperiores. Dolorem similique minus quod veniam.,999064300,Activo,5d69f29a-74f7-11ed-8d69-0242ac1c000c,359f8a4a-74f7-11ed-a487-0242ac1c000c,8c05140e-74f7-11ed-884d-0242ac1c000c,4a10607e-74f4-11ed-be5f-0242ac1c000c
ff139426-99c7-11ed-83a5-0242ac1c000c,ESMERALDAS,Expedita harum tempore iste ex. Tempora quod id voluptas hic voluptatum. Expedita tenetur est eaque pariatur.,967914876,Activo,5d69f330-74f7-11ed-8d69-0242ac1c000c,359f9724-74f7-11ed-a487-0242ac1c000c,8c051774-74f7-11ed-884d-0242ac1c000c,4a1060f6-74f4-11ed-be5f-0242ac1c000c
ff1394b2-99c7-11ed-83a5-0242ac1c000c,LA TRONCAL,Esse occaecati nesciunt amet voluptatibus quibusdam nihil. Animi illo provident distinctio eius vitae. Quas placeat quibusdam. Maxime asperiores illo eaque dicta placeat sequi.,904684900,Inactivo,5d69f3c6-74f7-11ed-8d69-0242ac1c000c,359f983c-74f7-11ed-a487-0242ac1c000c,8c0517f6-74f7-11ed-884d-0242ac1c000c,4a106164-74f4-11ed-be5f-0242ac1c000c
ff13953e-99c7-11ed-83a5-0242ac1c000c,SEDE - AMBATO,Iure praesentium possimus distinctio impedit at. Ipsa voluptate quis odit vitae reiciendis. Consequuntur natus dolorem atque voluptates ipsam deleniti. A modi eveniet.,922207587,Activo,5d69f452-74f7-11ed-8d69-0242ac1c000c,359f992c-74f7-11ed-a487-0242ac1c000c,8c051850-74f7-11ed-884d-0242ac1c000c,4a1061dc-74f4-11ed-be5f-0242ac1c000c
ff1395ca-99c7-11ed-83a5-0242ac1c000c,PUYO,Magnam soluta ullam quibusdam quam at perferendis. Nihil dolores nobis dolore molestiae. Odio aspernatur voluptate eos nihil consequuntur.,994278517,Inactivo,5d69f4f2-74f7-11ed-8d69-0242ac1c000c,359f99d6-74f7-11ed-a487-0242ac1c000c,8c0518b4-74f7-11ed-884d-0242ac1c000c,4a10624a-74f4-11ed-be5f-0242ac1c000c
ff139660-99c7-11ed-83a5-0242ac1c000c,GUARANDA,Molestias aliquam explicabo consequuntur. Dolor quae dolor. Aliquam aut quae quibusdam ab voluptatum.,904887842,Inactivo,5d69f57e-74f7-11ed-8d69-0242ac1c000c,359f9a76-74f7-11ed-a487-0242ac1c000c,8c051918-74f7-11ed-884d-0242ac1c000c,4a1062c2-74f4-11ed-be5f-0242ac1c000c
ff1396f6-99c7-11ed-83a5-0242ac1c000c,PUERTO QUITO,Eius dolore laborum sit cumque earum laboriosam. Mollitia saepe reprehenderit repudiandae. Exercitationem vel nostrum atque rem aliquid officia.,988513078,Inactivo,5d69f60a-74f7-11ed-8d69-0242ac1c000c,359f9b16-74f7-11ed-a487-0242ac1c000c,8c051972-74f7-11ed-884d-0242ac1c000c,4a10633a-74f4-11ed-be5f-0242ac1c000c
ff1397be-99c7-11ed-83a5-0242ac1c000c,MATRIZ - PUERTO QUITO,Quia nam tempore id qui illum. Quis maxime doloremque architecto. Et maxime recusandae aliquid.,970698384,Inactivo,5d69f68c-74f7-11ed-8d69-0242ac1c000c,359f9bc0-74f7-11ed-a487-0242ac1c000c,8c0519d6-74f7-11ed-884d-0242ac1c000c,4a106592-74f4-11ed-be5f-0242ac1c000c
ff139854-99c7-11ed-83a5-0242ac1c000c,HUAQUILLAS,Dolor ab dolore ratione atque.,914888276,Activo,5d69f718-74f7-11ed-8d69-0242ac1c000c,359f9cc4-74f7-11ed-a487-0242ac1c000c,8c051a3a-74f7-11ed-884d-0242ac1c000c,4a10661e-74f4-11ed-be5f-0242ac1c000c
ff1398ea-99c7-11ed-83a5-0242ac1c000c,BIBLIAN,Minus laborum quis fugiat vero debitis libero. Consequuntur natus velit molestias.,975813606,Activo,5d69f7a4-74f7-11ed-8d69-0242ac1c000c,359f9d82-74f7-11ed-a487-0242ac1c000c,8c051aa8-74f7-11ed-884d-0242ac1c000c,4a1066a0-74f4-11ed-be5f-0242ac1c000c
ff139980-99c7-11ed-83a5-0242ac1c000c,MATRIZ - PASAJE,Enim iure modi repellendus. Optio dolorum saepe laudantium sequi ratione. Facilis quod occaecati id porro dolor molestiae.,944098015,Inactivo,5d69f826-74f7-11ed-8d69-0242ac1c000c,359f9e22-74f7-11ed-a487-0242ac1c000c,8c051b02-74f7-11ed-884d-0242ac1c000c,4a106718-74f4-11ed-be5f-0242ac1c000c
