VarIdentificadorExamen,DtFechaExamen,VarEstadoExamen,VarNotaExamen
8c295a92-74f4-11ed-9ddf-0242ac1c000c,1/2/2022,Activo,805
8c295b78-74f4-11ed-9ddf-0242ac1c000c,16/8/2022,Inactivo,495
8c295c36-74f4-11ed-9ddf-0242ac1c000c,7/4/2022,Inactivo,918
8c295ce0-74f4-11ed-9ddf-0242ac1c000c,26/7/2022,Activo,983
8c295d9e-74f4-11ed-9ddf-0242ac1c000c,12/5/2022,Activo,469
8c295e52-74f4-11ed-9ddf-0242ac1c000c,17/10/2022,Inactivo,948
8c295f10-74f4-11ed-9ddf-0242ac1c000c,5/1/2022,Activo,941
8c295fce-74f4-11ed-9ddf-0242ac1c000c,7/4/2022,Activo,409
8c296082-74f4-11ed-9ddf-0242ac1c000c,4/5/2022,Inactivo,930
8c296140-74f4-11ed-9ddf-0242ac1c000c,30/10/2022,Activo,624
8c2961fe-74f4-11ed-9ddf-0242ac1c000c,5/1/2022,Inactivo,727
8c2962bc-74f4-11ed-9ddf-0242ac1c000c,28/11/2022,Inactivo,608
8c296370-74f4-11ed-9ddf-0242ac1c000c,19/9/2022,Inactivo,590
8c29642e-74f4-11ed-9ddf-0242ac1c000c,23/4/2022,Inactivo,569
8c2964ec-74f4-11ed-9ddf-0242ac1c000c,23/7/2022,Activo,897
8c2965b4-74f4-11ed-9ddf-0242ac1c000c,28/5/2022,Activo,774
8c296672-74f4-11ed-9ddf-0242ac1c000c,20/6/2022,Activo,930
8c29673a-74f4-11ed-9ddf-0242ac1c000c,21/9/2022,Activo,919
8c2967ee-74f4-11ed-9ddf-0242ac1c000c,8/1/2022,Inactivo,782
8c2968b6-74f4-11ed-9ddf-0242ac1c000c,11/10/2022,Activo,436
8c296974-74f4-11ed-9ddf-0242ac1c000c,14/6/2022,Inactivo,449
8c296aa0-74f4-11ed-9ddf-0242ac1c000c,31/5/2022,Activo,732
8c296b68-74f4-11ed-9ddf-0242ac1c000c,25/3/2022,Activo,823
8c296c1c-74f4-11ed-9ddf-0242ac1c000c,13/4/2022,Activo,461
8c296cda-74f4-11ed-9ddf-0242ac1c000c,1/5/2022,Activo,837
8c296d8e-74f4-11ed-9ddf-0242ac1c000c,15/1/2022,Activo,795
8c296e56-74f4-11ed-9ddf-0242ac1c000c,27/9/2022,Inactivo,425
8c296f14-74f4-11ed-9ddf-0242ac1c000c,31/7/2022,Activo,871
8c296fc8-74f4-11ed-9ddf-0242ac1c000c,6/9/2022,Inactivo,865
8c297086-74f4-11ed-9ddf-0242ac1c000c,5/5/2022,Activo,831
8c297144-74f4-11ed-9ddf-0242ac1c000c,21/3/2022,Activo,587
8c29720c-74f4-11ed-9ddf-0242ac1c000c,29/5/2022,Activo,807
8c2972b6-74f4-11ed-9ddf-0242ac1c000c,27/2/2022,Activo,995
8c297374-74f4-11ed-9ddf-0242ac1c000c,13/5/2022,Inactivo,664
8c297450-74f4-11ed-9ddf-0242ac1c000c,11/11/2022,Activo,647
8c29750e-74f4-11ed-9ddf-0242ac1c000c,25/2/2022,Activo,548
8c2975cc-74f4-11ed-9ddf-0242ac1c000c,19/11/2022,Inactivo,856
8c29768a-74f4-11ed-9ddf-0242ac1c000c,20/4/2022,Inactivo,519
8c29773e-74f4-11ed-9ddf-0242ac1c000c,3/11/2022,Inactivo,441
8c2977fc-74f4-11ed-9ddf-0242ac1c000c,25/10/2022,Inactivo,969
8c2979aa-74f4-11ed-9ddf-0242ac1c000c,20/8/2022,Activo,501
8c297a9a-74f4-11ed-9ddf-0242ac1c000c,17/5/2022,Inactivo,442
8c297b44-74f4-11ed-9ddf-0242ac1c000c,26/7/2022,Inactivo,736
8c297bee-74f4-11ed-9ddf-0242ac1c000c,9/10/2022,Inactivo,672
8c297c8e-74f4-11ed-9ddf-0242ac1c000c,24/5/2022,Activo,999
8c297d38-74f4-11ed-9ddf-0242ac1c000c,29/11/2022,Activo,501
8c297df6-74f4-11ed-9ddf-0242ac1c000c,20/3/2022,Activo,612
8c297eb4-74f4-11ed-9ddf-0242ac1c000c,18/2/2022,Inactivo,893
8c297f7c-74f4-11ed-9ddf-0242ac1c000c,20/1/2022,Inactivo,525
8c298030-74f4-11ed-9ddf-0242ac1c000c,19/9/2022,Inactivo,562
8c2980ee-74f4-11ed-9ddf-0242ac1c000c,31/3/2022,Activo,503
8c2981ac-74f4-11ed-9ddf-0242ac1c000c,2/9/2022,Activo,673
8c29826a-74f4-11ed-9ddf-0242ac1c000c,2/7/2022,Activo,545
8c298328-74f4-11ed-9ddf-0242ac1c000c,29/11/2022,Activo,945
8c2983f0-74f4-11ed-9ddf-0242ac1c000c,23/11/2022,Activo,482
8c2984ae-74f4-11ed-9ddf-0242ac1c000c,4/9/2022,Inactivo,696
8c298562-74f4-11ed-9ddf-0242ac1c000c,6/7/2022,Activo,601
8c298634-74f4-11ed-9ddf-0242ac1c000c,7/4/2022,Inactivo,508
8c2986f2-74f4-11ed-9ddf-0242ac1c000c,29/8/2022,Activo,742
8c2987b0-74f4-11ed-9ddf-0242ac1c000c,17/7/2022,Inactivo,644
8c298878-74f4-11ed-9ddf-0242ac1c000c,28/11/2022,Activo,792
8c298972-74f4-11ed-9ddf-0242ac1c000c,26/5/2022,Activo,665
8c298a30-74f4-11ed-9ddf-0242ac1c000c,21/7/2022,Inactivo,832
8c298af8-74f4-11ed-9ddf-0242ac1c000c,11/5/2022,Activo,758
8c298bca-74f4-11ed-9ddf-0242ac1c000c,7/2/2022,Activo,793
8c298c92-74f4-11ed-9ddf-0242ac1c000c,14/9/2022,Activo,895
8c298d5a-74f4-11ed-9ddf-0242ac1c000c,24/5/2022,Inactivo,673
8c298e18-74f4-11ed-9ddf-0242ac1c000c,13/7/2022,Inactivo,752
8c298ecc-74f4-11ed-9ddf-0242ac1c000c,1/2/2022,Inactivo,435
8c298f8a-74f4-11ed-9ddf-0242ac1c000c,5/7/2022,Inactivo,989
8c299052-74f4-11ed-9ddf-0242ac1c000c,13/3/2022,Inactivo,719
8c299106-74f4-11ed-9ddf-0242ac1c000c,25/10/2022,Activo,522
8c2991ce-74f4-11ed-9ddf-0242ac1c000c,18/8/2022,Inactivo,565
8c2992a0-74f4-11ed-9ddf-0242ac1c000c,15/4/2022,Activo,613
8c299368-74f4-11ed-9ddf-0242ac1c000c,27/9/2022,Inactivo,513
8c299426-74f4-11ed-9ddf-0242ac1c000c,5/3/2022,Inactivo,455
8c2994ee-74f4-11ed-9ddf-0242ac1c000c,14/5/2022,Activo,793
8c2995a2-74f4-11ed-9ddf-0242ac1c000c,20/7/2022,Inactivo,597
8c299660-74f4-11ed-9ddf-0242ac1c000c,13/8/2022,Inactivo,595
8c299728-74f4-11ed-9ddf-0242ac1c000c,13/6/2022,Activo,998
8c2997e6-74f4-11ed-9ddf-0242ac1c000c,4/9/2022,Inactivo,917
8c2998c2-74f4-11ed-9ddf-0242ac1c000c,12/2/2022,Activo,916
8c29998a-74f4-11ed-9ddf-0242ac1c000c,5/9/2022,Inactivo,870
8c299a48-74f4-11ed-9ddf-0242ac1c000c,22/2/2022,Inactivo,752
8c299b38-74f4-11ed-9ddf-0242ac1c000c,12/3/2022,Activo,712
8c299bf6-74f4-11ed-9ddf-0242ac1c000c,24/4/2022,Activo,890
8c299cbe-74f4-11ed-9ddf-0242ac1c000c,19/5/2022,Inactivo,639
8c299d72-74f4-11ed-9ddf-0242ac1c000c,5/7/2022,Inactivo,581
8c299e30-74f4-11ed-9ddf-0242ac1c000c,1/10/2022,Activo,902
8c299eee-74f4-11ed-9ddf-0242ac1c000c,7/6/2022,Activo,587
8c29a010-74f4-11ed-9ddf-0242ac1c000c,4/2/2022,Inactivo,541
8c29a75e-74f4-11ed-9ddf-0242ac1c000c,4/2/2022,Inactivo,531
8c29a8a8-74f4-11ed-9ddf-0242ac1c000c,13/6/2022,Activo,784
8c29a98e-74f4-11ed-9ddf-0242ac1c000c,2/6/2022,Inactivo,826
8c29aa42-74f4-11ed-9ddf-0242ac1c000c,25/10/2022,Activo,711
8c29ab00-74f4-11ed-9ddf-0242ac1c000c,20/11/2022,Activo,881
8c29abb4-74f4-11ed-9ddf-0242ac1c000c,11/2/2022,Inactivo,473
8c29ac68-74f4-11ed-9ddf-0242ac1c000c,28/3/2022,Activo,913
8c29ad26-74f4-11ed-9ddf-0242ac1c000c,1/8/2022,Activo,589
8c29adda-74f4-11ed-9ddf-0242ac1c000c,3/10/2022,Activo,737
8c29ae8e-74f4-11ed-9ddf-0242ac1c000c,17/5/2022,Activo,943
8c29af42-74f4-11ed-9ddf-0242ac1c000c,17/2/2022,Activo,510
8c29aff6-74f4-11ed-9ddf-0242ac1c000c,26/10/2022,Activo,616
8c29b0aa-74f4-11ed-9ddf-0242ac1c000c,1/10/2022,Activo,775
8c29b15e-74f4-11ed-9ddf-0242ac1c000c,5/6/2022,Inactivo,671
8c29b226-74f4-11ed-9ddf-0242ac1c000c,7/3/2022,Activo,524
8c29b2e4-74f4-11ed-9ddf-0242ac1c000c,10/7/2022,Activo,669
8c29b398-74f4-11ed-9ddf-0242ac1c000c,9/10/2022,Inactivo,847
8c29b460-74f4-11ed-9ddf-0242ac1c000c,26/9/2022,Inactivo,407
8c29b514-74f4-11ed-9ddf-0242ac1c000c,28/8/2022,Activo,615
8c29b5dc-74f4-11ed-9ddf-0242ac1c000c,2/1/2022,Activo,671
8c29b6a4-74f4-11ed-9ddf-0242ac1c000c,14/11/2022,Activo,764
8c29b762-74f4-11ed-9ddf-0242ac1c000c,11/8/2022,Activo,533
8c29b820-74f4-11ed-9ddf-0242ac1c000c,6/1/2022,Inactivo,490
8c29b8e8-74f4-11ed-9ddf-0242ac1c000c,19/1/2022,Inactivo,721
8c29b9b0-74f4-11ed-9ddf-0242ac1c000c,11/7/2022,Inactivo,993
8c29ba6e-74f4-11ed-9ddf-0242ac1c000c,14/11/2022,Activo,493
8c29bb22-74f4-11ed-9ddf-0242ac1c000c,17/2/2022,Inactivo,860
8c29bbd6-74f4-11ed-9ddf-0242ac1c000c,16/3/2022,Inactivo,785
8c29bc9e-74f4-11ed-9ddf-0242ac1c000c,27/6/2022,Inactivo,671
8c29bd66-74f4-11ed-9ddf-0242ac1c000c,22/4/2022,Inactivo,940
8c29be1a-74f4-11ed-9ddf-0242ac1c000c,26/10/2022,Activo,743
8c29bed8-74f4-11ed-9ddf-0242ac1c000c,25/2/2022,Inactivo,961
8c29bf8c-74f4-11ed-9ddf-0242ac1c000c,20/6/2022,Inactivo,462
8c29c040-74f4-11ed-9ddf-0242ac1c000c,21/1/2022,Activo,903
8c29c108-74f4-11ed-9ddf-0242ac1c000c,9/2/2022,Inactivo,441
8c29c1bc-74f4-11ed-9ddf-0242ac1c000c,19/1/2022,Inactivo,714
8c29c270-74f4-11ed-9ddf-0242ac1c000c,10/8/2022,Inactivo,999
8c29c32e-74f4-11ed-9ddf-0242ac1c000c,11/5/2022,Inactivo,982
8c29c3e2-74f4-11ed-9ddf-0242ac1c000c,20/2/2022,Inactivo,776
8c29c496-74f4-11ed-9ddf-0242ac1c000c,6/2/2022,Activo,460
8c29c554-74f4-11ed-9ddf-0242ac1c000c,8/3/2022,Activo,942
8c29c608-74f4-11ed-9ddf-0242ac1c000c,21/9/2022,Activo,483
8c29c720-74f4-11ed-9ddf-0242ac1c000c,24/6/2022,Inactivo,463
8c29c89c-74f4-11ed-9ddf-0242ac1c000c,12/4/2022,Activo,815
8c29c95a-74f4-11ed-9ddf-0242ac1c000c,11/6/2022,Inactivo,740
8c29ca04-74f4-11ed-9ddf-0242ac1c000c,19/5/2022,Activo,779
8c29cacc-74f4-11ed-9ddf-0242ac1c000c,15/7/2022,Inactivo,877
8c29cb94-74f4-11ed-9ddf-0242ac1c000c,22/1/2022,Inactivo,796
8c29cc52-74f4-11ed-9ddf-0242ac1c000c,25/11/2022,Activo,963
8c29cd06-74f4-11ed-9ddf-0242ac1c000c,30/8/2022,Inactivo,678
8c29cdba-74f4-11ed-9ddf-0242ac1c000c,18/6/2022,Activo,931
8c29ce78-74f4-11ed-9ddf-0242ac1c000c,19/9/2022,Activo,850
8c29cf4a-74f4-11ed-9ddf-0242ac1c000c,28/4/2022,Inactivo,984
8c29d008-74f4-11ed-9ddf-0242ac1c000c,20/5/2022,Activo,458
8c29d10c-74f4-11ed-9ddf-0242ac1c000c,11/4/2022,Activo,940
8c29d1d4-74f4-11ed-9ddf-0242ac1c000c,16/7/2022,Inactivo,576
8c29d2b0-74f4-11ed-9ddf-0242ac1c000c,7/9/2022,Activo,496
8c29d36e-74f4-11ed-9ddf-0242ac1c000c,14/9/2022,Inactivo,638
8c29d422-74f4-11ed-9ddf-0242ac1c000c,1/4/2022,Activo,534
8c29d4f4-74f4-11ed-9ddf-0242ac1c000c,17/9/2022,Activo,895
8c29d5a8-74f4-11ed-9ddf-0242ac1c000c,22/8/2022,Inactivo,997
8c29d670-74f4-11ed-9ddf-0242ac1c000c,19/10/2022,Activo,787
8c29d72e-74f4-11ed-9ddf-0242ac1c000c,7/7/2022,Inactivo,602
8c29d7e2-74f4-11ed-9ddf-0242ac1c000c,7/10/2022,Activo,875
8c29d8a0-74f4-11ed-9ddf-0242ac1c000c,13/3/2022,Activo,905
8c29d954-74f4-11ed-9ddf-0242ac1c000c,16/2/2022,Inactivo,614
8c29d9fe-74f4-11ed-9ddf-0242ac1c000c,15/8/2022,Inactivo,637
8c29dabc-74f4-11ed-9ddf-0242ac1c000c,22/6/2022,Activo,933
8c29db7a-74f4-11ed-9ddf-0242ac1c000c,3/8/2022,Activo,793
8c29dc2e-74f4-11ed-9ddf-0242ac1c000c,14/2/2022,Inactivo,651
8c29dce2-74f4-11ed-9ddf-0242ac1c000c,24/3/2022,Activo,835
8c29dd8c-74f4-11ed-9ddf-0242ac1c000c,19/8/2022,Inactivo,989
8c29de4a-74f4-11ed-9ddf-0242ac1c000c,12/10/2022,Activo,429
8c29def4-74f4-11ed-9ddf-0242ac1c000c,11/4/2022,Inactivo,435
8c29dfa8-74f4-11ed-9ddf-0242ac1c000c,4/8/2022,Activo,778
8c29e048-74f4-11ed-9ddf-0242ac1c000c,26/1/2022,Inactivo,688
8c29e0e8-74f4-11ed-9ddf-0242ac1c000c,12/9/2022,Activo,632
8c29e19c-74f4-11ed-9ddf-0242ac1c000c,26/7/2022,Activo,778
8c29e25a-74f4-11ed-9ddf-0242ac1c000c,17/9/2022,Activo,447
8c29e322-74f4-11ed-9ddf-0242ac1c000c,4/6/2022,Activo,949
8c29e3e0-74f4-11ed-9ddf-0242ac1c000c,12/7/2022,Inactivo,889
8c29e494-74f4-11ed-9ddf-0242ac1c000c,26/9/2022,Inactivo,892
8c29e552-74f4-11ed-9ddf-0242ac1c000c,31/1/2022,Activo,789
8c29e61a-74f4-11ed-9ddf-0242ac1c000c,25/8/2022,Inactivo,741
8c29e6d8-74f4-11ed-9ddf-0242ac1c000c,4/5/2022,Activo,996
8c29e78c-74f4-11ed-9ddf-0242ac1c000c,11/5/2022,Activo,932
8c29e854-74f4-11ed-9ddf-0242ac1c000c,20/3/2022,Activo,675
8c29e962-74f4-11ed-9ddf-0242ac1c000c,10/4/2022,Inactivo,404
8c29ea16-74f4-11ed-9ddf-0242ac1c000c,9/6/2022,Activo,431
8c29ead4-74f4-11ed-9ddf-0242ac1c000c,12/3/2022,Activo,416
8c29eb92-74f4-11ed-9ddf-0242ac1c000c,15/3/2022,Inactivo,862
8c29eca0-74f4-11ed-9ddf-0242ac1c000c,30/9/2022,Inactivo,595
8c29ed72-74f4-11ed-9ddf-0242ac1c000c,26/2/2022,Activo,484
8c29f2fe-74f4-11ed-9ddf-0242ac1c000c,18/9/2022,Activo,614
8c29f466-74f4-11ed-9ddf-0242ac1c000c,21/3/2022,Inactivo,752
8c29f592-74f4-11ed-9ddf-0242ac1c000c,19/10/2022,Activo,524
8c29f65a-74f4-11ed-9ddf-0242ac1c000c,22/2/2022,Activo,615
8c29f718-74f4-11ed-9ddf-0242ac1c000c,1/2/2022,Activo,579
8c29f7cc-74f4-11ed-9ddf-0242ac1c000c,27/9/2022,Inactivo,486
8c29f880-74f4-11ed-9ddf-0242ac1c000c,25/4/2022,Activo,517
8c29f93e-74f4-11ed-9ddf-0242ac1c000c,22/1/2022,Activo,664
8c29f9e8-74f4-11ed-9ddf-0242ac1c000c,8/11/2022,Activo,742
8c29fa9c-74f4-11ed-9ddf-0242ac1c000c,14/7/2022,Activo,745
8c29fb46-74f4-11ed-9ddf-0242ac1c000c,2/2/2022,Inactivo,544
8c29fbf0-74f4-11ed-9ddf-0242ac1c000c,14/8/2022,Inactivo,841
8c29fc9a-74f4-11ed-9ddf-0242ac1c000c,2/3/2022,Inactivo,564
8c29fd4e-74f4-11ed-9ddf-0242ac1c000c,19/11/2022,Inactivo,496
8c29fe02-74f4-11ed-9ddf-0242ac1c000c,21/7/2022,Inactivo,665
8c29feac-74f4-11ed-9ddf-0242ac1c000c,11/1/2022,Inactivo,757
8c29ff60-74f4-11ed-9ddf-0242ac1c000c,9/6/2022,Activo,787
8c2a0014-74f4-11ed-9ddf-0242ac1c000c,11/10/2022,Inactivo,746
8c2a00c8-74f4-11ed-9ddf-0242ac1c000c,7/1/2022,Activo,996
8c2a0190-74f4-11ed-9ddf-0242ac1c000c,31/10/2022,Inactivo,421
8c2a0244-74f4-11ed-9ddf-0242ac1c000c,23/5/2022,Activo,554
8c2a02f8-74f4-11ed-9ddf-0242ac1c000c,3/8/2022,Inactivo,916
8c2a03a2-74f4-11ed-9ddf-0242ac1c000c,2/5/2022,Activo,909
8c2a0456-74f4-11ed-9ddf-0242ac1c000c,10/11/2022,Inactivo,740
8c2a0500-74f4-11ed-9ddf-0242ac1c000c,21/9/2022,Activo,625
8c2a05e6-74f4-11ed-9ddf-0242ac1c000c,14/1/2022,Inactivo,800
8c2a06a4-74f4-11ed-9ddf-0242ac1c000c,27/4/2022,Inactivo,500
8c2a0758-74f4-11ed-9ddf-0242ac1c000c,17/1/2022,Activo,549
8c2a0816-74f4-11ed-9ddf-0242ac1c000c,20/4/2022,Activo,743
8c2a08ca-74f4-11ed-9ddf-0242ac1c000c,30/9/2022,Inactivo,908
8c2a097e-74f4-11ed-9ddf-0242ac1c000c,24/1/2022,Inactivo,415
8c2a0a46-74f4-11ed-9ddf-0242ac1c000c,8/3/2022,Inactivo,638
8c2a0b04-74f4-11ed-9ddf-0242ac1c000c,4/10/2022,Activo,619
8c2a0bb8-74f4-11ed-9ddf-0242ac1c000c,5/11/2022,Activo,960
8c2a0c62-74f4-11ed-9ddf-0242ac1c000c,28/3/2022,Activo,951
8c2a0d16-74f4-11ed-9ddf-0242ac1c000c,6/3/2022,Inactivo,615
8c2a0dca-74f4-11ed-9ddf-0242ac1c000c,16/1/2022,Activo,650
8c2a0e74-74f4-11ed-9ddf-0242ac1c000c,21/5/2022,Activo,426
8c2a0f28-74f4-11ed-9ddf-0242ac1c000c,15/3/2022,Inactivo,991
8c2a0fd2-74f4-11ed-9ddf-0242ac1c000c,4/11/2022,Activo,874
8c2a107c-74f4-11ed-9ddf-0242ac1c000c,13/6/2022,Inactivo,960
8c2a11c6-74f4-11ed-9ddf-0242ac1c000c,6/10/2022,Activo,616
8c2a128e-74f4-11ed-9ddf-0242ac1c000c,22/9/2022,Inactivo,614
8c2a1356-74f4-11ed-9ddf-0242ac1c000c,1/4/2022,Inactivo,575
8c2a140a-74f4-11ed-9ddf-0242ac1c000c,16/5/2022,Activo,784
8c2a15cc-74f4-11ed-9ddf-0242ac1c000c,19/2/2022,Activo,659
8c2a16b2-74f4-11ed-9ddf-0242ac1c000c,26/4/2022,Inactivo,433
8c2a1770-74f4-11ed-9ddf-0242ac1c000c,20/11/2022,Activo,611
8c2a181a-74f4-11ed-9ddf-0242ac1c000c,17/6/2022,Inactivo,747
8c2a18ba-74f4-11ed-9ddf-0242ac1c000c,6/7/2022,Activo,512
8c2a1982-74f4-11ed-9ddf-0242ac1c000c,24/8/2022,Inactivo,552
8c2a1a36-74f4-11ed-9ddf-0242ac1c000c,17/1/2022,Activo,410
8c2a1af4-74f4-11ed-9ddf-0242ac1c000c,18/2/2022,Inactivo,960
8c2a1ba8-74f4-11ed-9ddf-0242ac1c000c,25/11/2022,Inactivo,622
8c2a1c5c-74f4-11ed-9ddf-0242ac1c000c,11/3/2022,Inactivo,930
8c2a1d10-74f4-11ed-9ddf-0242ac1c000c,12/10/2022,Activo,532
8c2a1dc4-74f4-11ed-9ddf-0242ac1c000c,22/2/2022,Inactivo,771
8c2a1e6e-74f4-11ed-9ddf-0242ac1c000c,24/6/2022,Activo,801
8c2a1f22-74f4-11ed-9ddf-0242ac1c000c,1/9/2022,Activo,621
8c2a1fd6-74f4-11ed-9ddf-0242ac1c000c,3/8/2022,Activo,400
8c2a208a-74f4-11ed-9ddf-0242ac1c000c,7/1/2022,Activo,916
8c2a213e-74f4-11ed-9ddf-0242ac1c000c,3/5/2022,Inactivo,741
8c2a21f2-74f4-11ed-9ddf-0242ac1c000c,5/8/2022,Inactivo,851
8c2a22a6-74f4-11ed-9ddf-0242ac1c000c,27/10/2022,Inactivo,623
8c2a2350-74f4-11ed-9ddf-0242ac1c000c,13/2/2022,Inactivo,780
8c2a2404-74f4-11ed-9ddf-0242ac1c000c,30/8/2022,Activo,639
8c2a24c2-74f4-11ed-9ddf-0242ac1c000c,19/7/2022,Inactivo,484
8c2a2576-74f4-11ed-9ddf-0242ac1c000c,22/11/2022,Activo,560
8c2a2620-74f4-11ed-9ddf-0242ac1c000c,17/5/2022,Activo,510
8c2a26d4-74f4-11ed-9ddf-0242ac1c000c,25/1/2022,Activo,638
8c2a2788-74f4-11ed-9ddf-0242ac1c000c,6/7/2022,Inactivo,994
8c2a2832-74f4-11ed-9ddf-0242ac1c000c,23/11/2022,Activo,873
8c2a28e6-74f4-11ed-9ddf-0242ac1c000c,25/7/2022,Inactivo,852
8c2a29a4-74f4-11ed-9ddf-0242ac1c000c,15/9/2022,Inactivo,412
8c2a2a62-74f4-11ed-9ddf-0242ac1c000c,18/10/2022,Inactivo,623
8c2a2b16-74f4-11ed-9ddf-0242ac1c000c,1/2/2022,Inactivo,653
8c2a2bca-74f4-11ed-9ddf-0242ac1c000c,12/6/2022,Activo,971
8c2a2c74-74f4-11ed-9ddf-0242ac1c000c,5/8/2022,Activo,442
8c2a2d28-74f4-11ed-9ddf-0242ac1c000c,19/11/2022,Activo,779
8c2a2dd2-74f4-11ed-9ddf-0242ac1c000c,18/1/2022,Activo,679
8c2a2e86-74f4-11ed-9ddf-0242ac1c000c,28/3/2022,Inactivo,843
8c2a2f44-74f4-11ed-9ddf-0242ac1c000c,21/3/2022,Activo,973
8c2a2ff8-74f4-11ed-9ddf-0242ac1c000c,3/2/2022,Activo,862
8c2a30ac-74f4-11ed-9ddf-0242ac1c000c,10/4/2022,Inactivo,727
8c2a3160-74f4-11ed-9ddf-0242ac1c000c,22/7/2022,Inactivo,459
8c2a321e-74f4-11ed-9ddf-0242ac1c000c,21/5/2022,Inactivo,626
8c2a32c8-74f4-11ed-9ddf-0242ac1c000c,24/8/2022,Activo,526
8c2a337c-74f4-11ed-9ddf-0242ac1c000c,3/5/2022,Activo,564
8c2a3458-74f4-11ed-9ddf-0242ac1c000c,27/11/2022,Inactivo,678
8c2a3502-74f4-11ed-9ddf-0242ac1c000c,28/5/2022,Activo,868
8c2a35c0-74f4-11ed-9ddf-0242ac1c000c,11/7/2022,Activo,581
8c2a367e-74f4-11ed-9ddf-0242ac1c000c,28/2/2022,Activo,608
8c2a3732-74f4-11ed-9ddf-0242ac1c000c,9/4/2022,Inactivo,990
8c2a37f0-74f4-11ed-9ddf-0242ac1c000c,3/1/2022,Inactivo,417
8c2a38fe-74f4-11ed-9ddf-0242ac1c000c,14/5/2022,Activo,678
8c2a39bc-74f4-11ed-9ddf-0242ac1c000c,7/7/2022,Activo,655
8c2a3ade-74f4-11ed-9ddf-0242ac1c000c,4/6/2022,Inactivo,662
8c2a3b88-74f4-11ed-9ddf-0242ac1c000c,5/7/2022,Inactivo,863
8c2a41e6-74f4-11ed-9ddf-0242ac1c000c,27/4/2022,Inactivo,760
8c2a4308-74f4-11ed-9ddf-0242ac1c000c,27/10/2022,Activo,459
8c2a43c6-74f4-11ed-9ddf-0242ac1c000c,25/8/2022,Activo,465
8c2a44e8-74f4-11ed-9ddf-0242ac1c000c,12/7/2022,Inactivo,993
8c2a45a6-74f4-11ed-9ddf-0242ac1c000c,11/8/2022,Activo,865
8c2a465a-74f4-11ed-9ddf-0242ac1c000c,23/5/2022,Inactivo,626
8c2a470e-74f4-11ed-9ddf-0242ac1c000c,4/10/2022,Inactivo,542
8c2a47b8-74f4-11ed-9ddf-0242ac1c000c,8/10/2022,Inactivo,673
8c2a486c-74f4-11ed-9ddf-0242ac1c000c,24/10/2022,Inactivo,765
8c2a4916-74f4-11ed-9ddf-0242ac1c000c,4/3/2022,Inactivo,760
8c2a49ca-74f4-11ed-9ddf-0242ac1c000c,1/7/2022,Activo,872
8c2a4a74-74f4-11ed-9ddf-0242ac1c000c,4/9/2022,Inactivo,729
8c2a4b28-74f4-11ed-9ddf-0242ac1c000c,16/10/2022,Activo,625
8c2a4be6-74f4-11ed-9ddf-0242ac1c000c,1/8/2022,Inactivo,589
8c2a4c90-74f4-11ed-9ddf-0242ac1c000c,16/4/2022,Activo,882
8c2a4d44-74f4-11ed-9ddf-0242ac1c000c,20/9/2022,Activo,614
8c2a4df8-74f4-11ed-9ddf-0242ac1c000c,23/11/2022,Activo,647
8c2a4ea2-74f4-11ed-9ddf-0242ac1c000c,16/1/2022,Inactivo,741
8c2a4f56-74f4-11ed-9ddf-0242ac1c000c,6/9/2022,Activo,516
8c2a5000-74f4-11ed-9ddf-0242ac1c000c,19/11/2022,Inactivo,999
8c2a50b4-74f4-11ed-9ddf-0242ac1c000c,22/8/2022,Activo,919
8c2a5168-74f4-11ed-9ddf-0242ac1c000c,15/4/2022,Activo,548
8c2a521c-74f4-11ed-9ddf-0242ac1c000c,1/9/2022,Activo,766
8c2a52c6-74f4-11ed-9ddf-0242ac1c000c,21/7/2022,Activo,992
8c2a5370-74f4-11ed-9ddf-0242ac1c000c,10/8/2022,Activo,532
8c2a5424-74f4-11ed-9ddf-0242ac1c000c,26/5/2022,Inactivo,642
8c2a54ce-74f4-11ed-9ddf-0242ac1c000c,30/3/2022,Inactivo,707
8c2a5578-74f4-11ed-9ddf-0242ac1c000c,2/5/2022,Activo,946
8c2a5618-74f4-11ed-9ddf-0242ac1c000c,12/2/2022,Inactivo,447
8c2a56c2-74f4-11ed-9ddf-0242ac1c000c,21/10/2022,Inactivo,594
8c2a5780-74f4-11ed-9ddf-0242ac1c000c,21/2/2022,Activo,768
8c2a5866-74f4-11ed-9ddf-0242ac1c000c,6/2/2022,Activo,611
8c2a5924-74f4-11ed-9ddf-0242ac1c000c,17/2/2022,Activo,610
8c2a59d8-74f4-11ed-9ddf-0242ac1c000c,15/4/2022,Activo,790
8c2a5a96-74f4-11ed-9ddf-0242ac1c000c,26/1/2022,Activo,995
8c2a5b4a-74f4-11ed-9ddf-0242ac1c000c,2/4/2022,Inactivo,560
8c2a5bfe-74f4-11ed-9ddf-0242ac1c000c,15/6/2022,Activo,438
8c2a5ca8-74f4-11ed-9ddf-0242ac1c000c,27/9/2022,Activo,754
8c2a5d5c-74f4-11ed-9ddf-0242ac1c000c,18/1/2022,Activo,509
8c2a5e06-74f4-11ed-9ddf-0242ac1c000c,30/8/2022,Activo,545
8c2a5eb0-74f4-11ed-9ddf-0242ac1c000c,8/5/2022,Activo,919
8c2a5f6e-74f4-11ed-9ddf-0242ac1c000c,1/7/2022,Activo,507
