VarIdentificadorCarrerasSedes,VarIdentificadorInstitucionEducativa,VarIdentificadorCarreras,VarIdentificadorSedes,VarIdentificadorParroquia,VarIdentificadorCanton,VarIdentificadorProvincia
5edd1654-74f5-11ed-8600-0242ac1c000c,4a11c522-74f4-11ed-be5f-0242ac1c000c,30fc3c70-74f4-11ed-9ec6-0242ac1c000c,ff15e28a-99c7-11ed-83a5-0242ac1c000c,35a1740e-74f7-11ed-a487-0242ac1c000c,8c050784-74f7-11ed-884d-0242ac1c000c,5d69eeee-74f7-11ed-8d69-0242ac1c000c
5edd16fe-74f5-11ed-8600-0242ac1c000c,4a11c5ae-74f4-11ed-be5f-0242ac1c000c,30fc3d88-74f4-11ed-9ec6-0242ac1c000c,ff15e384-99c7-11ed-83a5-0242ac1c000c,35a1749a-74f7-11ed-a487-0242ac1c000c,8c050932-74f7-11ed-884d-0242ac1c000c,5d69f132-74f7-11ed-8d69-0242ac1c000c
5edd17b2-74f5-11ed-8600-0242ac1c000c,4a11c662-74f4-11ed-be5f-0242ac1c000c,30fc3e46-74f4-11ed-9ec6-0242ac1c000c,ff15e41a-99c7-11ed-83a5-0242ac1c000c,35a1751c-74f7-11ed-a487-0242ac1c000c,8c0509b4-74f7-11ed-884d-0242ac1c000c,5d69f1f0-74f7-11ed-8d69-0242ac1c000c
5edd1866-74f5-11ed-8600-0242ac1c000c,4a11c978-74f4-11ed-be5f-0242ac1c000c,30fc3ef0-74f4-11ed-9ec6-0242ac1c000c,ff15e4a6-99c7-11ed-83a5-0242ac1c000c,35a175a8-74f7-11ed-a487-0242ac1c000c,8c050a2c-74f7-11ed-884d-0242ac1c000c,5d69f29a-74f7-11ed-8d69-0242ac1c000c
5edd1910-74f5-11ed-8600-0242ac1c000c,4a11cb44-74f4-11ed-be5f-0242ac1c000c,30fc3f9a-74f4-11ed-9ec6-0242ac1c000c,ff15e532-99c7-11ed-83a5-0242ac1c000c,35a17634-74f7-11ed-a487-0242ac1c000c,8c050a90-74f7-11ed-884d-0242ac1c000c,5d69f330-74f7-11ed-8d69-0242ac1c000c
5edd19c4-74f5-11ed-8600-0242ac1c000c,4a11cbe4-74f4-11ed-be5f-0242ac1c000c,30fc4044-74f4-11ed-9ec6-0242ac1c000c,ff15e5be-99c7-11ed-83a5-0242ac1c000c,35a176ac-74f7-11ed-a487-0242ac1c000c,8c050afe-74f7-11ed-884d-0242ac1c000c,5d69f3c6-74f7-11ed-8d69-0242ac1c000c
5edd1a78-74f5-11ed-8600-0242ac1c000c,4a11cc70-74f4-11ed-be5f-0242ac1c000c,30fc4102-74f4-11ed-9ec6-0242ac1c000c,ff15e64a-99c7-11ed-83a5-0242ac1c000c,35a1772e-74f7-11ed-a487-0242ac1c000c,8c050b62-74f7-11ed-884d-0242ac1c000c,5d69f452-74f7-11ed-8d69-0242ac1c000c
5edd1b2c-74f5-11ed-8600-0242ac1c000c,4a11ccf2-74f4-11ed-be5f-0242ac1c000c,30fc41d4-74f4-11ed-9ec6-0242ac1c000c,ff15e6e0-99c7-11ed-83a5-0242ac1c000c,35a177b0-74f7-11ed-a487-0242ac1c000c,8c050bc6-74f7-11ed-884d-0242ac1c000c,5d69f4f2-74f7-11ed-8d69-0242ac1c000c
5edd1bd6-74f5-11ed-8600-0242ac1c000c,4a11cd74-74f4-11ed-be5f-0242ac1c000c,30fc42d8-74f4-11ed-9ec6-0242ac1c000c,ff15e776-99c7-11ed-83a5-0242ac1c000c,35a17832-74f7-11ed-a487-0242ac1c000c,8c050c20-74f7-11ed-884d-0242ac1c000c,5d69f57e-74f7-11ed-8d69-0242ac1c000c
5edd1c8a-74f5-11ed-8600-0242ac1c000c,4a11cdf6-74f4-11ed-be5f-0242ac1c000c,30fc4396-74f4-11ed-9ec6-0242ac1c000c,ff15e7f8-99c7-11ed-83a5-0242ac1c000c,35a178be-74f7-11ed-a487-0242ac1c000c,8c050c8e-74f7-11ed-884d-0242ac1c000c,5d69f60a-74f7-11ed-8d69-0242ac1c000c
5edd1d48-74f5-11ed-8600-0242ac1c000c,4a11ce78-74f4-11ed-be5f-0242ac1c000c,30fc445e-74f4-11ed-9ec6-0242ac1c000c,ff15e88e-99c7-11ed-83a5-0242ac1c000c,35a17936-74f7-11ed-a487-0242ac1c000c,8c050d24-74f7-11ed-884d-0242ac1c000c,5d69f68c-74f7-11ed-8d69-0242ac1c000c
5edd1dfc-74f5-11ed-8600-0242ac1c000c,4a11cefa-74f4-11ed-be5f-0242ac1c000c,30fc451c-74f4-11ed-9ec6-0242ac1c000c,ff15e91a-99c7-11ed-83a5-0242ac1c000c,35a179b8-74f7-11ed-a487-0242ac1c000c,8c050d92-74f7-11ed-884d-0242ac1c000c,5d69f718-74f7-11ed-8d69-0242ac1c000c
5edd1eb0-74f5-11ed-8600-0242ac1c000c,4a11cf7c-74f4-11ed-be5f-0242ac1c000c,30fc45d0-74f4-11ed-9ec6-0242ac1c000c,ff15e99c-99c7-11ed-83a5-0242ac1c000c,35a17a44-74f7-11ed-a487-0242ac1c000c,8c050df6-74f7-11ed-884d-0242ac1c000c,5d69f7a4-74f7-11ed-8d69-0242ac1c000c
5edd1f64-74f5-11ed-8600-0242ac1c000c,4a11cffe-74f4-11ed-be5f-0242ac1c000c,30fc468e-74f4-11ed-9ec6-0242ac1c000c,ff15ea28-99c7-11ed-83a5-0242ac1c000c,35a17ad0-74f7-11ed-a487-0242ac1c000c,8c050e5a-74f7-11ed-884d-0242ac1c000c,5d69f826-74f7-11ed-8d69-0242ac1c000c
5edd2018-74f5-11ed-8600-0242ac1c000c,4a11d0e4-74f4-11ed-be5f-0242ac1c000c,30fc4756-74f4-11ed-9ec6-0242ac1c000c,ff15eab4-99c7-11ed-83a5-0242ac1c000c,35a17b5c-74f7-11ed-a487-0242ac1c000c,8c050ebe-74f7-11ed-884d-0242ac1c000c,5d69f8a8-74f7-11ed-8d69-0242ac1c000c
5edd20cc-74f5-11ed-8600-0242ac1c000c,4a11d166-74f4-11ed-be5f-0242ac1c000c,30fc480a-74f4-11ed-9ec6-0242ac1c000c,ff15eb4a-99c7-11ed-83a5-0242ac1c000c,35a17be8-74f7-11ed-a487-0242ac1c000c,8c050f22-74f7-11ed-884d-0242ac1c000c,5d69f92a-74f7-11ed-8d69-0242ac1c000c
5edd2180-74f5-11ed-8600-0242ac1c000c,4a11d1e8-74f4-11ed-be5f-0242ac1c000c,30fc48be-74f4-11ed-9ec6-0242ac1c000c,ff15ebd6-99c7-11ed-83a5-0242ac1c000c,35a17c74-74f7-11ed-a487-0242ac1c000c,8c050f86-74f7-11ed-884d-0242ac1c000c,5d69f9ac-74f7-11ed-8d69-0242ac1c000c
5edd2248-74f5-11ed-8600-0242ac1c000c,4a11d274-74f4-11ed-be5f-0242ac1c000c,30fc497c-74f4-11ed-9ec6-0242ac1c000c,ff15ec62-99c7-11ed-83a5-0242ac1c000c,35a17d32-74f7-11ed-a487-0242ac1c000c,8c050ff4-74f7-11ed-884d-0242ac1c000c,5d69fa42-74f7-11ed-8d69-0242ac1c000c
5edd22f2-74f5-11ed-8600-0242ac1c000c,4a11d2f6-74f4-11ed-be5f-0242ac1c000c,30fc4aa8-74f4-11ed-9ec6-0242ac1c000c,ff15ee06-99c7-11ed-83a5-0242ac1c000c,35a17dc8-74f7-11ed-a487-0242ac1c000c,8c051058-74f7-11ed-884d-0242ac1c000c,5d69face-74f7-11ed-8d69-0242ac1c000c
5edd239c-74f5-11ed-8600-0242ac1c000c,4a11d36e-74f4-11ed-be5f-0242ac1c000c,30fc4b70-74f4-11ed-9ec6-0242ac1c000c,ff15eea6-99c7-11ed-83a5-0242ac1c000c,35a17e5e-74f7-11ed-a487-0242ac1c000c,8c0510c6-74f7-11ed-884d-0242ac1c000c,5d69fb5a-74f7-11ed-8d69-0242ac1c000c
5edd2450-74f5-11ed-8600-0242ac1c000c,4a11d3f0-74f4-11ed-be5f-0242ac1c000c,30fc4c38-74f4-11ed-9ec6-0242ac1c000c,ff15ef3c-99c7-11ed-83a5-0242ac1c000c,35a17eea-74f7-11ed-a487-0242ac1c000c,8c051120-74f7-11ed-884d-0242ac1c000c,5d69fbe6-74f7-11ed-8d69-0242ac1c000c
5edd2540-74f5-11ed-8600-0242ac1c000c,4a11d5ee-74f4-11ed-be5f-0242ac1c000c,30fc4e36-74f4-11ed-9ec6-0242ac1c000c,ff15efc8-99c7-11ed-83a5-0242ac1c000c,35a17fc6-74f7-11ed-a487-0242ac1c000c,8c051184-74f7-11ed-884d-0242ac1c000c,5d69fc72-74f7-11ed-8d69-0242ac1c000c
5edd25f4-74f5-11ed-8600-0242ac1c000c,4a11d68e-74f4-11ed-be5f-0242ac1c000c,30fc4f4e-74f4-11ed-9ec6-0242ac1c000c,ff15f04a-99c7-11ed-83a5-0242ac1c000c,35a1805c-74f7-11ed-a487-0242ac1c000c,8c0511f2-74f7-11ed-884d-0242ac1c000c,5d69fcfe-74f7-11ed-8d69-0242ac1c000c
5edd26b2-74f5-11ed-8600-0242ac1c000c,4a11d710-74f4-11ed-be5f-0242ac1c000c,30fc500c-74f4-11ed-9ec6-0242ac1c000c,ff15f0e0-99c7-11ed-83a5-0242ac1c000c,35a180de-74f7-11ed-a487-0242ac1c000c,8c051256-74f7-11ed-884d-0242ac1c000c,5d69fde4-74f7-11ed-8d69-0242ac1c000c
5edd2766-74f5-11ed-8600-0242ac1c000c,4a11d788-74f4-11ed-be5f-0242ac1c000c,30fc50c0-74f4-11ed-9ec6-0242ac1c000c,ff15f16c-99c7-11ed-83a5-0242ac1c000c,35a18174-74f7-11ed-a487-0242ac1c000c,8c0512d8-74f7-11ed-884d-0242ac1c000c,5d69eeee-74f7-11ed-8d69-0242ac1c000c
5edd281a-74f5-11ed-8600-0242ac1c000c,4a11d80a-74f4-11ed-be5f-0242ac1c000c,30fc5174-74f4-11ed-9ec6-0242ac1c000c,ff15f1f8-99c7-11ed-83a5-0242ac1c000c,35a1820a-74f7-11ed-a487-0242ac1c000c,8c051346-74f7-11ed-884d-0242ac1c000c,5d69f132-74f7-11ed-8d69-0242ac1c000c
5edd28ce-74f5-11ed-8600-0242ac1c000c,4a11d882-74f4-11ed-be5f-0242ac1c000c,30fc5232-74f4-11ed-9ec6-0242ac1c000c,ff15f284-99c7-11ed-83a5-0242ac1c000c,35a18296-74f7-11ed-a487-0242ac1c000c,8c0513aa-74f7-11ed-884d-0242ac1c000c,5d69f1f0-74f7-11ed-8d69-0242ac1c000c
5edd29aa-74f5-11ed-8600-0242ac1c000c,4a11d904-74f4-11ed-be5f-0242ac1c000c,30fc5386-74f4-11ed-9ec6-0242ac1c000c,ff15f310-99c7-11ed-83a5-0242ac1c000c,35a18322-74f7-11ed-a487-0242ac1c000c,8c05140e-74f7-11ed-884d-0242ac1c000c,5d69f29a-74f7-11ed-8d69-0242ac1c000c
5edd2a5e-74f5-11ed-8600-0242ac1c000c,4a11d986-74f4-11ed-be5f-0242ac1c000c,30fc544e-74f4-11ed-9ec6-0242ac1c000c,ff15f39c-99c7-11ed-83a5-0242ac1c000c,35a183b8-74f7-11ed-a487-0242ac1c000c,8c051774-74f7-11ed-884d-0242ac1c000c,5d69f330-74f7-11ed-8d69-0242ac1c000c
5edd2b1c-74f5-11ed-8600-0242ac1c000c,4a11d9fe-74f4-11ed-be5f-0242ac1c000c,30fc5502-74f4-11ed-9ec6-0242ac1c000c,ff15f41e-99c7-11ed-83a5-0242ac1c000c,35a1844e-74f7-11ed-a487-0242ac1c000c,8c0517f6-74f7-11ed-884d-0242ac1c000c,5d69f3c6-74f7-11ed-8d69-0242ac1c000c
5edd2bd0-74f5-11ed-8600-0242ac1c000c,4a11da76-74f4-11ed-be5f-0242ac1c000c,30fc55b6-74f4-11ed-9ec6-0242ac1c000c,ff15f4b4-99c7-11ed-83a5-0242ac1c000c,35a184da-74f7-11ed-a487-0242ac1c000c,8c051850-74f7-11ed-884d-0242ac1c000c,5d69f452-74f7-11ed-8d69-0242ac1c000c
5edd2d6a-74f5-11ed-8600-0242ac1c000c,4a11daee-74f4-11ed-be5f-0242ac1c000c,30fc567e-74f4-11ed-9ec6-0242ac1c000c,ff15f540-99c7-11ed-83a5-0242ac1c000c,35a18570-74f7-11ed-a487-0242ac1c000c,8c0518b4-74f7-11ed-884d-0242ac1c000c,5d69f4f2-74f7-11ed-8d69-0242ac1c000c
5edd2e32-74f5-11ed-8600-0242ac1c000c,4a11db66-74f4-11ed-be5f-0242ac1c000c,30fc5728-74f4-11ed-9ec6-0242ac1c000c,ff15f5d6-99c7-11ed-83a5-0242ac1c000c,35a185fc-74f7-11ed-a487-0242ac1c000c,8c051918-74f7-11ed-884d-0242ac1c000c,5d69f57e-74f7-11ed-8d69-0242ac1c000c
5edd2edc-74f5-11ed-8600-0242ac1c000c,4a11dbde-74f4-11ed-be5f-0242ac1c000c,30fc57d2-74f4-11ed-9ec6-0242ac1c000c,ff15f662-99c7-11ed-83a5-0242ac1c000c,35a18692-74f7-11ed-a487-0242ac1c000c,8c051972-74f7-11ed-884d-0242ac1c000c,5d69f60a-74f7-11ed-8d69-0242ac1c000c
5edd2f9a-74f5-11ed-8600-0242ac1c000c,4a11dc60-74f4-11ed-be5f-0242ac1c000c,30fc5872-74f4-11ed-9ec6-0242ac1c000c,ff15f6ee-99c7-11ed-83a5-0242ac1c000c,35a1871e-74f7-11ed-a487-0242ac1c000c,8c0519d6-74f7-11ed-884d-0242ac1c000c,5d69f68c-74f7-11ed-8d69-0242ac1c000c
5edd304e-74f5-11ed-8600-0242ac1c000c,4a11dcd8-74f4-11ed-be5f-0242ac1c000c,30fc5976-74f4-11ed-9ec6-0242ac1c000c,ff15f7d4-99c7-11ed-83a5-0242ac1c000c,35a187b4-74f7-11ed-a487-0242ac1c000c,8c051a3a-74f7-11ed-884d-0242ac1c000c,5d69f718-74f7-11ed-8d69-0242ac1c000c
5edd310c-74f5-11ed-8600-0242ac1c000c,4a11dd5a-74f4-11ed-be5f-0242ac1c000c,30fc5a20-74f4-11ed-9ec6-0242ac1c000c,ff15f86a-99c7-11ed-83a5-0242ac1c000c,35a18840-74f7-11ed-a487-0242ac1c000c,8c051aa8-74f7-11ed-884d-0242ac1c000c,5d69f7a4-74f7-11ed-8d69-0242ac1c000c
5edd31c0-74f5-11ed-8600-0242ac1c000c,4a11dddc-74f4-11ed-be5f-0242ac1c000c,30fc5ac0-74f4-11ed-9ec6-0242ac1c000c,ff15f8f6-99c7-11ed-83a5-0242ac1c000c,35a188d6-74f7-11ed-a487-0242ac1c000c,8c051b02-74f7-11ed-884d-0242ac1c000c,5d69f826-74f7-11ed-8d69-0242ac1c000c
5edd3274-74f5-11ed-8600-0242ac1c000c,4a11de5e-74f4-11ed-be5f-0242ac1c000c,30fc5b6a-74f4-11ed-9ec6-0242ac1c000c,ff15f98c-99c7-11ed-83a5-0242ac1c000c,35a1896c-74f7-11ed-a487-0242ac1c000c,8c051b66-74f7-11ed-884d-0242ac1c000c,5d69f8a8-74f7-11ed-8d69-0242ac1c000c
5edd3332-74f5-11ed-8600-0242ac1c000c,4a11ded6-74f4-11ed-be5f-0242ac1c000c,30fc5c1e-74f4-11ed-9ec6-0242ac1c000c,ff15fa18-99c7-11ed-83a5-0242ac1c000c,35a189f8-74f7-11ed-a487-0242ac1c000c,8c051bca-74f7-11ed-884d-0242ac1c000c,5d69f92a-74f7-11ed-8d69-0242ac1c000c
5edd3436-74f5-11ed-8600-0242ac1c000c,4a11df4e-74f4-11ed-be5f-0242ac1c000c,30fc5cbe-74f4-11ed-9ec6-0242ac1c000c,ff15faa4-99c7-11ed-83a5-0242ac1c000c,35a18a8e-74f7-11ed-a487-0242ac1c000c,8c051c2e-74f7-11ed-884d-0242ac1c000c,5d69f9ac-74f7-11ed-8d69-0242ac1c000c
5edd34ea-74f5-11ed-8600-0242ac1c000c,4a11dfd0-74f4-11ed-be5f-0242ac1c000c,30fc5da4-74f4-11ed-9ec6-0242ac1c000c,ff15fb30-99c7-11ed-83a5-0242ac1c000c,35a18b1a-74f7-11ed-a487-0242ac1c000c,8c051c88-74f7-11ed-884d-0242ac1c000c,5d69fa42-74f7-11ed-8d69-0242ac1c000c
5edd35a8-74f5-11ed-8600-0242ac1c000c,4a11e048-74f4-11ed-be5f-0242ac1c000c,30fc5e6c-74f4-11ed-9ec6-0242ac1c000c,ff15fbbc-99c7-11ed-83a5-0242ac1c000c,35a18bb0-74f7-11ed-a487-0242ac1c000c,8c051cf6-74f7-11ed-884d-0242ac1c000c,5d69face-74f7-11ed-8d69-0242ac1c000c
5edd365c-74f5-11ed-8600-0242ac1c000c,4a11e0ca-74f4-11ed-be5f-0242ac1c000c,30fc5fd4-74f4-11ed-9ec6-0242ac1c000c,ff15fc48-99c7-11ed-83a5-0242ac1c000c,35a18c46-74f7-11ed-a487-0242ac1c000c,8c051d5a-74f7-11ed-884d-0242ac1c000c,5d69fb5a-74f7-11ed-8d69-0242ac1c000c
5edd3710-74f5-11ed-8600-0242ac1c000c,4a11e142-74f4-11ed-be5f-0242ac1c000c,30fc60c4-74f4-11ed-9ec6-0242ac1c000c,ff15fcd4-99c7-11ed-83a5-0242ac1c000c,35a18cdc-74f7-11ed-a487-0242ac1c000c,8c051dbe-74f7-11ed-884d-0242ac1c000c,5d69fbe6-74f7-11ed-8d69-0242ac1c000c
5edd37c4-74f5-11ed-8600-0242ac1c000c,4a11e1ba-74f4-11ed-be5f-0242ac1c000c,30fc616e-74f4-11ed-9ec6-0242ac1c000c,ff1604ae-99c7-11ed-83a5-0242ac1c000c,35a18d68-74f7-11ed-a487-0242ac1c000c,8c051e18-74f7-11ed-884d-0242ac1c000c,5d69fc72-74f7-11ed-8d69-0242ac1c000c
5edd3878-74f5-11ed-8600-0242ac1c000c,4a11e246-74f4-11ed-be5f-0242ac1c000c,30fc6218-74f4-11ed-9ec6-0242ac1c000c,ff1605b2-99c7-11ed-83a5-0242ac1c000c,35a18dfe-74f7-11ed-a487-0242ac1c000c,8c051e7c-74f7-11ed-884d-0242ac1c000c,5d69fcfe-74f7-11ed-8d69-0242ac1c000c
5edd3936-74f5-11ed-8600-0242ac1c000c,4a11e2c8-74f4-11ed-be5f-0242ac1c000c,30fc62c2-74f4-11ed-9ec6-0242ac1c000c,ff16063e-99c7-11ed-83a5-0242ac1c000c,35a18e8a-74f7-11ed-a487-0242ac1c000c,8c051ed6-74f7-11ed-884d-0242ac1c000c,5d69fde4-74f7-11ed-8d69-0242ac1c000c
5edd39ea-74f5-11ed-8600-0242ac1c000c,4a11e340-74f4-11ed-be5f-0242ac1c000c,30fc636c-74f4-11ed-9ec6-0242ac1c000c,ff1606d4-99c7-11ed-83a5-0242ac1c000c,35a18fca-74f7-11ed-a487-0242ac1c000c,8c051f3a-74f7-11ed-884d-0242ac1c000c,5d69eeee-74f7-11ed-8d69-0242ac1c000c
5edd3a9e-74f5-11ed-8600-0242ac1c000c,4a11e49e-74f4-11ed-be5f-0242ac1c000c,30fc640c-74f4-11ed-9ec6-0242ac1c000c,ff16076a-99c7-11ed-83a5-0242ac1c000c,35a19060-74f7-11ed-a487-0242ac1c000c,8c051f94-74f7-11ed-884d-0242ac1c000c,5d69f132-74f7-11ed-8d69-0242ac1c000c
5edd3b52-74f5-11ed-8600-0242ac1c000c,4a11e534-74f4-11ed-be5f-0242ac1c000c,30fc64ac-74f4-11ed-9ec6-0242ac1c000c,ff160800-99c7-11ed-83a5-0242ac1c000c,35a190f6-74f7-11ed-a487-0242ac1c000c,8c051ff8-74f7-11ed-884d-0242ac1c000c,5d69f1f0-74f7-11ed-8d69-0242ac1c000c
5edd3c06-74f5-11ed-8600-0242ac1c000c,4a11e5b6-74f4-11ed-be5f-0242ac1c000c,30fc6556-74f4-11ed-9ec6-0242ac1c000c,ff16088c-99c7-11ed-83a5-0242ac1c000c,35a19196-74f7-11ed-a487-0242ac1c000c,8c052052-74f7-11ed-884d-0242ac1c000c,5d69f29a-74f7-11ed-8d69-0242ac1c000c
5edd3cd8-74f5-11ed-8600-0242ac1c000c,4a11e624-74f4-11ed-be5f-0242ac1c000c,30fc6650-74f4-11ed-9ec6-0242ac1c000c,ff16094a-99c7-11ed-83a5-0242ac1c000c,35a1922c-74f7-11ed-a487-0242ac1c000c,8c0520b6-74f7-11ed-884d-0242ac1c000c,5d69f330-74f7-11ed-8d69-0242ac1c000c
5edd3d96-74f5-11ed-8600-0242ac1c000c,4a11e6a6-74f4-11ed-be5f-0242ac1c000c,30fc66e6-74f4-11ed-9ec6-0242ac1c000c,ff1609d6-99c7-11ed-83a5-0242ac1c000c,35a192fe-74f7-11ed-a487-0242ac1c000c,8c05211a-74f7-11ed-884d-0242ac1c000c,5d69f3c6-74f7-11ed-8d69-0242ac1c000c
5edd3e4a-74f5-11ed-8600-0242ac1c000c,4a11e728-74f4-11ed-be5f-0242ac1c000c,30fc6790-74f4-11ed-9ec6-0242ac1c000c,ff160a62-99c7-11ed-83a5-0242ac1c000c,35a193a8-74f7-11ed-a487-0242ac1c000c,8c05217e-74f7-11ed-884d-0242ac1c000c,5d69f452-74f7-11ed-8d69-0242ac1c000c
5edd3efe-74f5-11ed-8600-0242ac1c000c,4a11e7a0-74f4-11ed-be5f-0242ac1c000c,30fc6844-74f4-11ed-9ec6-0242ac1c000c,ff160aee-99c7-11ed-83a5-0242ac1c000c,35a194b6-74f7-11ed-a487-0242ac1c000c,8c0521e2-74f7-11ed-884d-0242ac1c000c,5d69f4f2-74f7-11ed-8d69-0242ac1c000c
5edd3fc6-74f5-11ed-8600-0242ac1c000c,4a11e818-74f4-11ed-be5f-0242ac1c000c,30fc68e4-74f4-11ed-9ec6-0242ac1c000c,ff160b70-99c7-11ed-83a5-0242ac1c000c,35a19560-74f7-11ed-a487-0242ac1c000c,8c052246-74f7-11ed-884d-0242ac1c000c,5d69f57e-74f7-11ed-8d69-0242ac1c000c
5edd407a-74f5-11ed-8600-0242ac1c000c,4a11e890-74f4-11ed-be5f-0242ac1c000c,30fc6984-74f4-11ed-9ec6-0242ac1c000c,ff160c06-99c7-11ed-83a5-0242ac1c000c,35a195ec-74f7-11ed-a487-0242ac1c000c,8c0522aa-74f7-11ed-884d-0242ac1c000c,5d69f60a-74f7-11ed-8d69-0242ac1c000c
5edd412e-74f5-11ed-8600-0242ac1c000c,4a11e908-74f4-11ed-be5f-0242ac1c000c,30fc6a92-74f4-11ed-9ec6-0242ac1c000c,ff160c92-99c7-11ed-83a5-0242ac1c000c,35a1966e-74f7-11ed-a487-0242ac1c000c,8c05230e-74f7-11ed-884d-0242ac1c000c,5d69f68c-74f7-11ed-8d69-0242ac1c000c
5edd41ec-74f5-11ed-8600-0242ac1c000c,4a11e980-74f4-11ed-be5f-0242ac1c000c,30fc6b3c-74f4-11ed-9ec6-0242ac1c000c,ff160d1e-99c7-11ed-83a5-0242ac1c000c,35a196fa-74f7-11ed-a487-0242ac1c000c,8c052372-74f7-11ed-884d-0242ac1c000c,5d69f718-74f7-11ed-8d69-0242ac1c000c
5edd42a0-74f5-11ed-8600-0242ac1c000c,4a11e9f8-74f4-11ed-be5f-0242ac1c000c,30fc6bdc-74f4-11ed-9ec6-0242ac1c000c,ff160ddc-99c7-11ed-83a5-0242ac1c000c,35a19790-74f7-11ed-a487-0242ac1c000c,8c0523d6-74f7-11ed-884d-0242ac1c000c,5d69f7a4-74f7-11ed-8d69-0242ac1c000c
5edd4354-74f5-11ed-8600-0242ac1c000c,4a11ea66-74f4-11ed-be5f-0242ac1c000c,30fc6c7c-74f4-11ed-9ec6-0242ac1c000c,ff160e68-99c7-11ed-83a5-0242ac1c000c,35a1981c-74f7-11ed-a487-0242ac1c000c,8c052430-74f7-11ed-884d-0242ac1c000c,5d69f826-74f7-11ed-8d69-0242ac1c000c
5edd4408-74f5-11ed-8600-0242ac1c000c,4a11eade-74f4-11ed-be5f-0242ac1c000c,30fc6d26-74f4-11ed-9ec6-0242ac1c000c,ff160ef4-99c7-11ed-83a5-0242ac1c000c,35a19f60-74f7-11ed-a487-0242ac1c000c,8c052494-74f7-11ed-884d-0242ac1c000c,5d69f8a8-74f7-11ed-8d69-0242ac1c000c
5edd44c6-74f5-11ed-8600-0242ac1c000c,4a11eb60-74f4-11ed-be5f-0242ac1c000c,30fc6dd0-74f4-11ed-9ec6-0242ac1c000c,ff160f80-99c7-11ed-83a5-0242ac1c000c,35a1a050-74f7-11ed-a487-0242ac1c000c,8c0524f8-74f7-11ed-884d-0242ac1c000c,5d69f92a-74f7-11ed-8d69-0242ac1c000c
5edd4584-74f5-11ed-8600-0242ac1c000c,4a11ebd8-74f4-11ed-be5f-0242ac1c000c,30fc6e7a-74f4-11ed-9ec6-0242ac1c000c,ff161034-99c7-11ed-83a5-0242ac1c000c,35a1a0e6-74f7-11ed-a487-0242ac1c000c,8c05255c-74f7-11ed-884d-0242ac1c000c,5d69f9ac-74f7-11ed-8d69-0242ac1c000c
5edd462e-74f5-11ed-8600-0242ac1c000c,4a11ec50-74f4-11ed-be5f-0242ac1c000c,30fc6f24-74f4-11ed-9ec6-0242ac1c000c,ff1610c0-99c7-11ed-83a5-0242ac1c000c,35a1a172-74f7-11ed-a487-0242ac1c000c,8c0525c0-74f7-11ed-884d-0242ac1c000c,5d69fa42-74f7-11ed-8d69-0242ac1c000c
5edd46e2-74f5-11ed-8600-0242ac1c000c,4a11ecd2-74f4-11ed-be5f-0242ac1c000c,30fc6fce-74f4-11ed-9ec6-0242ac1c000c,ff16114c-99c7-11ed-83a5-0242ac1c000c,35a1a1fe-74f7-11ed-a487-0242ac1c000c,8c05261a-74f7-11ed-884d-0242ac1c000c,5d69face-74f7-11ed-8d69-0242ac1c000c
5edd47a0-74f5-11ed-8600-0242ac1c000c,4a11ed90-74f4-11ed-be5f-0242ac1c000c,30fc7082-74f4-11ed-9ec6-0242ac1c000c,ff1611e2-99c7-11ed-83a5-0242ac1c000c,35a1a280-74f7-11ed-a487-0242ac1c000c,8c05267e-74f7-11ed-884d-0242ac1c000c,5d69fb5a-74f7-11ed-8d69-0242ac1c000c
5edd4854-74f5-11ed-8600-0242ac1c000c,4a11ee26-74f4-11ed-be5f-0242ac1c000c,30fc712c-74f4-11ed-9ec6-0242ac1c000c,ff161264-99c7-11ed-83a5-0242ac1c000c,35a1a316-74f7-11ed-a487-0242ac1c000c,8c0526e2-74f7-11ed-884d-0242ac1c000c,5d69fbe6-74f7-11ed-8d69-0242ac1c000c
5edd4908-74f5-11ed-8600-0242ac1c000c,4a11eea8-74f4-11ed-be5f-0242ac1c000c,30fc7230-74f4-11ed-9ec6-0242ac1c000c,ff1612f0-99c7-11ed-83a5-0242ac1c000c,35a1a3ac-74f7-11ed-a487-0242ac1c000c,8c05278c-74f7-11ed-884d-0242ac1c000c,5d69fc72-74f7-11ed-8d69-0242ac1c000c
5edd49bc-74f5-11ed-8600-0242ac1c000c,4a11ef2a-74f4-11ed-be5f-0242ac1c000c,30fc72da-74f4-11ed-9ec6-0242ac1c000c,ff16137c-99c7-11ed-83a5-0242ac1c000c,35a1a442-74f7-11ed-a487-0242ac1c000c,8c0527f0-74f7-11ed-884d-0242ac1c000c,5d69fcfe-74f7-11ed-8d69-0242ac1c000c
5edd4a70-74f5-11ed-8600-0242ac1c000c,4a11efb6-74f4-11ed-be5f-0242ac1c000c,30fc7384-74f4-11ed-9ec6-0242ac1c000c,ff1613fe-99c7-11ed-83a5-0242ac1c000c,35a1a4d8-74f7-11ed-a487-0242ac1c000c,8c052854-74f7-11ed-884d-0242ac1c000c,5d69fde4-74f7-11ed-8d69-0242ac1c000c
